"","gas","region","year","value","lagged_value","percent_change"
"1","CH4","Australia",1990,125133.249408805,NA,NA
"2","CH4","Australia",1991,124199.251540457,125133.249408805,-0.746402633001776
"3","CH4","Australia",1992,123239.843554797,124199.251540457,-0.772474852916066
"4","CH4","Australia",1993,120116.183306004,123239.843554797,-2.53461880402673
"5","CH4","Australia",1994,117269.416880507,120116.183306004,-2.37001072390443
"6","CH4","Australia",1995,115838.533863639,117269.416880507,-1.22016724814622
"7","CH4","Australia",1996,115157.293442175,115838.533863639,-0.588094823667165
"8","CH4","Australia",1997,118004.542337205,115157.293442175,2.47248681340337
"9","CH4","Australia",1998,117834.999257818,118004.542337205,-0.143675045069472
"10","CH4","Australia",1999,114164.527759236,117834.999257818,-3.11492470123512
"11","CH4","Australia",2000,118052.17644461,114164.527759236,3.40530352262547
"12","CH4","Australia",2001,117110.619052842,118052.17644461,-0.797577325658015
"13","CH4","Australia",2002,115485.968550101,117110.619052842,-1.38727855414028
"14","CH4","Australia",2003,108530.050761768,115485.968550101,-6.02317136502633
"15","CH4","Australia",2004,110016.932516031,108530.050761768,1.370018482279
"16","CH4","Australia",2005,112300.305724911,110016.932516031,2.07547434441265
"17","CH4","Australia",2006,111294.127712246,112300.305724911,-0.895970857933116
"18","CH4","Australia",2007,111645.922019151,111294.127712246,0.316094221803479
"19","CH4","Australia",2008,109033.21001672,111645.922019151,-2.34017683331312
"20","CH4","Australia",2009,107797.782980574,109033.21001672,-1.13307407528086
"21","CH4","Australia",2010,104768.448533726,107797.782980574,-2.81020106637436
"22","CH4","Australia",2011,106310.044405118,104768.448533726,1.47143142135558
"23","CH4","Australia",2012,106641.052870279,106310.044405118,0.311361421221524
"24","CH4","Australia",2013,106249.156436759,106641.052870279,-0.367491151833162
"25","CH4","Australia",2014,103494.595325217,106249.156436759,-2.59254868831035
"26","CH4","Australia",2015,103955.984361692,103494.595325217,0.445809788448515
"27","CH4","Australia",2016,103078.580409683,103955.984361692,-0.844014856284047
"28","CH4","Australia",2017,105002.791862103,103078.580409683,1.86674228998137
"29","CH4","Australia",2018,105796.247541354,105002.791862103,0.755651983323471
"30","CH4","Australia",2019,99367.7314000717,105796.247541354,-6.07631772456721
"31","CH4","Australia",2020,97303.7351683072,99367.7314000717,-2.07712926790538
"32","CH4","Austria",1990,10110.6827043105,NA,NA
"33","CH4","Austria",1991,9999.21781255187,10110.6827043105,-1.10244673894385
"34","CH4","Austria",1992,9724.87940610079,9999.21781255187,-2.74359866535467
"35","CH4","Austria",1993,9763.05883294139,9724.87940610079,0.392595375698416
"36","CH4","Austria",1994,9466.26301658669,9763.05883294139,-3.03998799385788
"37","CH4","Austria",1995,9382.09182903982,9466.26301658669,-0.889170176228846
"38","CH4","Austria",1996,9075.42689292866,9382.09182903982,-3.26862006575077
"39","CH4","Austria",1997,8780.31561846468,9075.42689292866,-3.25176190548044
"40","CH4","Austria",1998,8612.59667665258,8780.31561846468,-1.9101698515187
"41","CH4","Austria",1999,8436.13067295747,8612.59667665258,-2.04892914785482
"42","CH4","Austria",2000,8224.68513253951,8436.13067295747,-2.5064279895019
"43","CH4","Austria",2001,8055.08307199452,8224.68513253951,-2.06211007244507
"44","CH4","Austria",2002,7919.36149717026,8055.08307199452,-1.68491837528193
"45","CH4","Austria",2003,7852.3154417443,7919.36149717026,-0.846609356700242
"46","CH4","Austria",2004,7847.12621927825,7852.3154417443,-0.0660852522360946
"47","CH4","Austria",2005,7612.58477699187,7847.12621927825,-2.98888326417097
"48","CH4","Austria",2006,7492.24498987554,7612.58477699187,-1.58080061689483
"49","CH4","Austria",2007,7372.40567418188,7492.24498987554,-1.59951143956987
"50","CH4","Austria",2008,7228.03208157168,7372.40567418188,-1.95829691135685
"51","CH4","Austria",2009,7116.4484276918,7228.03208157168,-1.54376257078837
"52","CH4","Austria",2010,7007.82327217762,7116.4484276918,-1.52639559771829
"53","CH4","Austria",2011,6800.73105991002,7007.82327217762,-2.95515746080235
"54","CH4","Austria",2012,6680.69154897539,6800.73105991002,-1.76509716201332
"55","CH4","Austria",2013,6572.80099988259,6680.69154897539,-1.61496079113766
"56","CH4","Austria",2014,6431.70085792922,6572.80099988259,-2.14672773382141
"57","CH4","Austria",2015,6353.77525705837,6431.70085792922,-1.21158621322975
"58","CH4","Austria",2016,6282.52136716284,6353.77525705837,-1.12144177300534
"59","CH4","Austria",2017,6256.42723057855,6282.52136716284,-0.415344971537662
"60","CH4","Austria",2018,6047.18102825725,6256.42723057855,-3.34449989761889
"61","CH4","Austria",2019,5914.32911218532,6047.18102825725,-2.19692308616428
"62","CH4","Austria",2020,5819.44099899718,5914.32911218532,-1.60437661462974
"63","CH4","Belarus",1990,20841.8162765245,NA,NA
"64","CH4","Belarus",1991,19936.603912319,20841.8162765245,-4.34325085777242
"65","CH4","Belarus",1992,18641.6740863826,19936.603912319,-6.49523776281801
"66","CH4","Belarus",1993,17737.9612841701,18641.6740863826,-4.84780925803573
"67","CH4","Belarus",1994,17058.9058062826,17737.9612841701,-3.82826113446029
"68","CH4","Belarus",1995,16200.4462582997,17058.9058062826,-5.03232480284134
"69","CH4","Belarus",1996,15721.2889421151,16200.4462582997,-2.95767973637839
"70","CH4","Belarus",1997,15733.187000636,15721.2889421151,0.0756811897848135
"71","CH4","Belarus",1998,15726.4039798261,15733.187000636,-0.0431128213859413
"72","CH4","Belarus",1999,15403.5496185876,15726.4039798261,-2.05294459974867
"73","CH4","Belarus",2000,15224.6683602791,15403.5496185876,-1.16129893912662
"74","CH4","Belarus",2001,15104.9784515077,15224.6683602791,-0.786157740444896
"75","CH4","Belarus",2002,15021.3871809648,15104.9784515077,-0.553402117131497
"76","CH4","Belarus",2003,14962.3797622613,15021.3871809648,-0.392822700011855
"77","CH4","Belarus",2004,15200.9308134679,14962.3797622613,1.5943389687801
"78","CH4","Belarus",2005,15651.210810209,15200.9308134679,2.96218700201014
"79","CH4","Belarus",2006,16020.1040815398,15651.210810209,2.35696315003422
"80","CH4","Belarus",2007,16046.8903851914,16020.1040815398,0.16720430476146
"81","CH4","Belarus",2008,16263.4842544949,16046.8903851914,1.34975602191052
"82","CH4","Belarus",2009,16238.641052791,16263.4842544949,-0.152754485540422
"83","CH4","Belarus",2010,16652.6421214247,16238.641052791,2.54948100206047
"84","CH4","Belarus",2011,16676.9976542668,16652.6421214247,0.146256267711222
"85","CH4","Belarus",2012,16970.6794376556,16676.9976542668,1.76099912872303
"86","CH4","Belarus",2013,17322.2675991613,16970.6794376556,2.07173886465367
"87","CH4","Belarus",2014,17261.2183963911,17322.2675991613,-0.352431934333784
"88","CH4","Belarus",2015,17145.7153434918,17261.2183963911,-0.669147740598949
"89","CH4","Belarus",2016,17038.8945180869,17145.7153434918,-0.623017606818288
"90","CH4","Belarus",2017,17226.0903625488,17038.8945180869,1.09863843727178
"91","CH4","Belarus",2018,17437.5804641352,17226.0903625488,1.22773129093878
"92","CH4","Belarus",2019,17563.3317002994,17437.5804641352,0.721150714818719
"93","CH4","Belarus",2020,17236.8221181984,17563.3317002994,-1.85904125522741
"94","CH4","Belgium",1990,11517.5973540222,NA,NA
"95","CH4","Belgium",1991,11477.5934553074,11517.5973540222,-0.347328505114218
"96","CH4","Belgium",1992,11400.2806000051,11477.5934553074,-0.6735981336449
"97","CH4","Belgium",1993,11203.1006175362,11400.2806000051,-1.72960639643214
"98","CH4","Belgium",1994,11233.9780894177,11203.1006175362,0.275615411622455
"99","CH4","Belgium",1995,11297.7651787998,11233.9780894177,0.567805000814332
"100","CH4","Belgium",1996,11160.7086250598,11297.7651787998,-1.2131297789512
"101","CH4","Belgium",1997,11043.3193677658,11160.7086250598,-1.05180827882577
"102","CH4","Belgium",1998,10869.6611540706,11043.3193677658,-1.57251826114971
"103","CH4","Belgium",1999,10629.5556135728,10869.6611540706,-2.20895147598858
"104","CH4","Belgium",2000,10217.4102980359,10629.5556135728,-3.87735226683075
"105","CH4","Belgium",2001,9796.52659812968,10217.4102980359,-4.11927961811544
"106","CH4","Belgium",2002,9395.48830365912,9796.52659812968,-4.09367841197027
"107","CH4","Belgium",2003,8876.1681000674,9395.48830365912,-5.52733595963787
"108","CH4","Belgium",2004,8818.27393510632,8876.1681000674,-0.652242773102066
"109","CH4","Belgium",2005,8597.87083750187,8818.27393510632,-2.49939046151656
"110","CH4","Belgium",2006,8510.99519147479,8597.87083750187,-1.01043209032809
"111","CH4","Belgium",2007,8406.88379521494,8510.99519147479,-1.22325760874751
"112","CH4","Belgium",2008,8239.60338381611,8406.88379521494,-1.98980282675068
"113","CH4","Belgium",2009,8175.36850403328,8239.60338381611,-0.779587035815298
"114","CH4","Belgium",2010,8151.52462297771,8175.36850403328,-0.291655122870689
"115","CH4","Belgium",2011,7916.44086031179,8151.52462297771,-2.88392384908292
"116","CH4","Belgium",2012,7874.13677624432,7916.44086031179,-0.534382619840656
"117","CH4","Belgium",2013,7723.21055469742,7874.13677624432,-1.91673355233342
"118","CH4","Belgium",2014,7577.63830436314,7723.21055469742,-1.88486704205856
"119","CH4","Belgium",2015,7589.98113810852,7577.63830436314,0.16288496823968
"120","CH4","Belgium",2016,7544.44007157265,7589.98113810852,-0.600015542953241
"121","CH4","Belgium",2017,7386.82264967756,7544.44007157265,-2.08918647904687
"122","CH4","Belgium",2018,7313.03739056,7386.82264967756,-0.99887681912575
"123","CH4","Belgium",2019,7241.60056436466,7313.03739056,-0.976842075052884
"124","CH4","Belgium",2020,7098.80722634026,7241.60056436466,-1.97184775320355
"125","CH4","Bulgaria",1990,13063.800429896,NA,NA
"126","CH4","Bulgaria",1991,12020.1736014057,13063.800429896,-7.98869237241255
"127","CH4","Bulgaria",1992,11671.6409901238,12020.1736014057,-2.89956387352959
"128","CH4","Bulgaria",1993,10555.6530609743,11671.6409901238,-9.56153406443718
"129","CH4","Bulgaria",1994,8780.08287418209,10555.6530609743,-16.8210358614072
"130","CH4","Bulgaria",1995,8899.85733486627,8780.08287418209,1.36416093561461
"131","CH4","Bulgaria",1996,8904.38457538466,8899.85733486627,0.0508686864075177
"132","CH4","Bulgaria",1997,8587.69049750093,8904.38457538466,-3.55660826643991
"133","CH4","Bulgaria",1998,8034.19656821146,8587.69049750093,-6.44520118011402
"134","CH4","Bulgaria",1999,7648.38041049706,8034.19656821146,-4.80217473444626
"135","CH4","Bulgaria",2000,7585.48892555669,7648.38041049706,-0.822285001071001
"136","CH4","Bulgaria",2001,6943.32017909704,7585.48892555669,-8.46575287053791
"137","CH4","Bulgaria",2002,7241.40114087785,6943.32017909704,4.29306087134202
"138","CH4","Bulgaria",2003,7876.64264411134,7241.40114087785,8.77235621774272
"139","CH4","Bulgaria",2004,7425.77404873235,7876.64264411134,-5.72412150392609
"140","CH4","Bulgaria",2005,7081.66697003975,7425.77404873235,-4.63395568508232
"141","CH4","Bulgaria",2006,6929.45173921047,7081.66697003975,-2.1494265611932
"142","CH4","Bulgaria",2007,6939.34427558101,6929.45173921047,0.142760736965135
"143","CH4","Bulgaria",2008,6866.7916528631,6939.34427558101,-1.04552562658141
"144","CH4","Bulgaria",2009,6643.71443431039,6866.7916528631,-3.24863822626246
"145","CH4","Bulgaria",2010,6772.67782925817,6643.71443431039,1.94113392775839
"146","CH4","Bulgaria",2011,7031.800850478,6772.67782925817,3.82600542580677
"147","CH4","Bulgaria",2012,6750.70700357935,7031.800850478,-3.99746598169858
"148","CH4","Bulgaria",2013,6665.79382604494,6750.70700357935,-1.25784125261825
"149","CH4","Bulgaria",2014,6610.74436106367,6665.79382604494,-0.825850100046265
"150","CH4","Bulgaria",2015,6642.24997471096,6610.74436106367,0.47658193883359
"151","CH4","Bulgaria",2016,6481.04069016743,6642.24997471096,-2.42702826839252
"152","CH4","Bulgaria",2017,6360.78816442519,6481.04069016743,-1.85545086801689
"153","CH4","Bulgaria",2018,6072.10083867202,6360.78816442519,-4.53854645510363
"154","CH4","Bulgaria",2019,5825.25255965009,6072.10083867202,-4.06528622597637
"155","CH4","Bulgaria",2020,5733.60194510505,5825.25255965009,-1.57333289169089
"156","CH4","Canada",1990,91554.704287013,NA,NA
"157","CH4","Canada",1991,93076.7590637324,91554.704287013,1.66245392694181
"158","CH4","Canada",1992,97646.9065536868,93076.7590637324,4.91008446783701
"159","CH4","Canada",1993,100808.947481934,97646.9065536868,3.23823973523287
"160","CH4","Canada",1994,104663.54587635,100808.947481934,3.82366693701151
"161","CH4","Canada",1995,109094.149321044,104663.54587635,4.23318683462944
"162","CH4","Canada",1996,112370.071885029,109094.149321044,3.00283982630871
"163","CH4","Canada",1997,114382.232268459,112370.071885029,1.79065506471219
"164","CH4","Canada",1998,115487.711782689,114382.232268459,0.966478352717755
"165","CH4","Canada",1999,117175.351685222,115487.711782689,1.46131556031572
"166","CH4","Canada",2000,119491.744138005,117175.351685222,1.97685982543984
"167","CH4","Canada",2001,119690.576181074,119491.744138005,0.166398142820106
"168","CH4","Canada",2002,119776.641560652,119690.576181074,0.0719065630094427
"169","CH4","Canada",2003,120406.584162648,119776.641560652,0.525931094567388
"170","CH4","Canada",2004,122394.147631844,120406.584162648,1.65070995329554
"171","CH4","Canada",2005,124307.187000579,122394.147631844,1.56301539391355
"172","CH4","Canada",2006,126121.011167702,124307.187000579,1.45914665989068
"173","CH4","Canada",2007,123391.799587095,126121.011167702,-2.16396265407197
"174","CH4","Canada",2008,121882.626364058,123391.799587095,-1.22307416545275
"175","CH4","Canada",2009,115644.103515506,121882.626364058,-5.11846768867436
"176","CH4","Canada",2010,115340.161365045,115644.103515506,-0.262825462969012
"177","CH4","Canada",2011,115375.95490906,115340.161365045,0.0310330275173785
"178","CH4","Canada",2012,117130.238724876,115375.95490906,1.52049343140756
"179","CH4","Canada",2013,117272.403479411,117130.238724876,0.12137323041655
"180","CH4","Canada",2014,118363.74742452,117272.403479411,0.930605933475728
"181","CH4","Canada",2015,115609.993697502,118363.74742452,-2.32651786289046
"182","CH4","Canada",2016,111449.841095288,115609.993697502,-3.59843683851346
"183","CH4","Canada",2017,111153.862481036,111449.841095288,-0.26557114065235
"184","CH4","Canada",2018,111053.852266119,111153.862481036,-0.0899745745983957
"185","CH4","Canada",2019,108834.82027224,111053.852266119,-1.99815850472393
"186","CH4","Canada",2020,91665.1116551081,108834.82027224,-15.7759332667463
"187","CH4","Croatia",1990,4324.93357954722,NA,NA
"188","CH4","Croatia",1991,4168.36448975362,4324.93357954722,-3.6201501575428
"189","CH4","Croatia",1992,3698.52753516606,4168.36448975362,-11.2714940294324
"190","CH4","Croatia",1993,3609.20358903229,3698.52753516606,-2.41512183658136
"191","CH4","Croatia",1994,3422.12288393306,3609.20358903229,-5.18343453020311
"192","CH4","Croatia",1995,3373.09794778428,3422.12288393306,-1.43258841986514
"193","CH4","Croatia",1996,3334.52603323475,3373.09794778428,-1.14351599469169
"194","CH4","Croatia",1997,3308.66896642012,3334.52603323475,-0.775434546226845
"195","CH4","Croatia",1998,3284.99188739398,3308.66896642012,-0.715607371618011
"196","CH4","Croatia",1999,3338.30238021486,3284.99188739398,1.62285006016169
"197","CH4","Croatia",2000,3294.2482532566,3338.30238021486,-1.31965657812653
"198","CH4","Croatia",2001,3366.00289199919,3294.2482532566,2.17817945783702
"199","CH4","Croatia",2002,3374.10567145903,3366.00289199919,0.240724078969147
"200","CH4","Croatia",2003,3541.93042280123,3374.10567145903,4.97390324084395
"201","CH4","Croatia",2004,3635.09526063925,3541.93042280123,2.63034071020338
"202","CH4","Croatia",2005,3658.07602702458,3635.09526063925,0.632191586123358
"203","CH4","Croatia",2006,3762.84617107634,3658.07602702458,2.86407781789539
"204","CH4","Croatia",2007,3766.99161554165,3762.84617107634,0.110167789934506
"205","CH4","Croatia",2008,3743.10642816902,3766.99161554165,-0.634065318172879
"206","CH4","Croatia",2009,3817.84134612179,3743.10642816902,1.99660146958011
"207","CH4","Croatia",2010,3879.37035300139,3817.84134612179,1.61161769967476
"208","CH4","Croatia",2011,3831.99009228389,3879.37035300139,-1.22133893921323
"209","CH4","Croatia",2012,3785.40378785935,3831.99009228389,-1.21572089965333
"210","CH4","Croatia",2013,3686.15490994967,3785.40378785935,-2.62188351551804
"211","CH4","Croatia",2014,3649.85518013552,3686.15490994967,-0.984758663185036
"212","CH4","Croatia",2015,3744.44005647689,3649.85518013552,2.59146929599157
"213","CH4","Croatia",2016,3808.71492201633,3744.44005647689,1.71654144731899
"214","CH4","Croatia",2017,3769.1030995647,3808.71492201633,-1.04003117226373
"215","CH4","Croatia",2018,3625.69722811969,3769.1030995647,-3.80477444253442
"216","CH4","Croatia",2019,3586.38730346128,3625.69722811969,-1.08420318038515
"217","CH4","Croatia",2020,3538.70481102474,3586.38730346128,-1.32954107858125
"218","CH4","Cyprus",1990,674.173246666504,NA,NA
"219","CH4","Cyprus",1991,685.082743394903,674.173246666504,1.61820374545292
"220","CH4","Cyprus",1992,703.498281574571,685.082743394903,2.68807503286545
"221","CH4","Cyprus",1993,729.039700463195,703.498281574571,3.63062989030437
"222","CH4","Cyprus",1994,743.06439889171,729.039700463195,1.92372218133037
"223","CH4","Cyprus",1995,765.194573361393,743.06439889171,2.97823102582906
"224","CH4","Cyprus",1996,782.803575065071,765.194573361393,2.30124497960356
"225","CH4","Cyprus",1997,786.597318696039,782.803575065071,0.484635450298331
"226","CH4","Cyprus",1998,788.061412299956,786.597318696039,0.186130001859668
"227","CH4","Cyprus",1999,792.284178715944,788.061412299956,0.535842302399229
"228","CH4","Cyprus",2000,809.239167472266,792.284178715944,2.14001354713418
"229","CH4","Cyprus",2001,841.728965491105,809.239167472266,4.01485732831295
"230","CH4","Cyprus",2002,866.751398573265,841.728965491105,2.97274230875026
"231","CH4","Cyprus",2003,859.57219922538,866.751398573265,-0.828288175790939
"232","CH4","Cyprus",2004,856.232282101762,859.57219922538,-0.388555740475064
"233","CH4","Cyprus",2005,839.482981013414,856.232282101762,-1.95616323262586
"234","CH4","Cyprus",2006,842.33497425576,839.482981013414,0.33973210974487
"235","CH4","Cyprus",2007,846.887238655565,842.33497425576,0.540433976854299
"236","CH4","Cyprus",2008,847.073138860968,846.887238655565,0.0219509985412079
"237","CH4","Cyprus",2009,851.744112331947,847.073138860968,0.551425048993987
"238","CH4","Cyprus",2010,860.537276528381,851.744112331947,1.03237158544714
"239","CH4","Cyprus",2011,863.134233896465,860.537276528381,0.30178325087332
"240","CH4","Cyprus",2012,858.218532632989,863.134233896465,-0.569517587233799
"241","CH4","Cyprus",2013,848.988900026068,858.218532632989,-1.07544084122779
"242","CH4","Cyprus",2014,852.755766702068,848.988900026068,0.443688565997069
"243","CH4","Cyprus",2015,862.209739654428,852.755766702068,1.10863782122777
"244","CH4","Cyprus",2016,885.800621169896,862.209739654428,2.73609545688074
"245","CH4","Cyprus",2017,905.206966263433,885.800621169896,2.1908254103397
"246","CH4","Cyprus",2018,917.351667691711,905.206966263433,1.34164913449679
"247","CH4","Cyprus",2019,933.285871352391,917.351667691711,1.73697876418261
"248","CH4","Cyprus",2020,968.102952717748,933.285871352391,3.73059128334439
"249","CH4","Czechia",1990,23372.3031834129,NA,NA
"250","CH4","Czechia",1991,21812.9915259613,23372.3031834129,-6.67162172771329
"251","CH4","Czechia",1992,20396.2776416285,21812.9915259613,-6.4948170114432
"252","CH4","Czechia",1993,19489.3844820997,20396.2776416285,-4.44636602552343
"253","CH4","Czechia",1994,18348.5026112878,19489.3844820997,-5.85386301891555
"254","CH4","Czechia",1995,17926.2699256236,18348.5026112878,-2.30118334236411
"255","CH4","Czechia",1996,17751.836507467,17926.2699256236,-0.97306031249294
"256","CH4","Czechia",1997,17320.8857655688,17751.836507467,-2.42764032733699
"257","CH4","Czechia",1998,16616.964626899,17320.8857655688,-4.0640019696284
"258","CH4","Czechia",1999,15872.8754218094,16616.964626899,-4.47788884309889
"259","CH4","Czechia",2000,15053.5677813929,15872.8754218094,-5.1616838074012
"260","CH4","Czechia",2001,14806.0861107086,15053.5677813929,-1.64400675161008
"261","CH4","Czechia",2002,14551.2572190362,14806.0861107086,-1.72110907478846
"262","CH4","Czechia",2003,14514.8449215542,14551.2572190362,-0.250234718099581
"263","CH4","Czechia",2004,14040.6929671462,14514.8449215542,-3.26666910304977
"264","CH4","Czechia",2005,14537.6618305035,14040.6929671462,3.53948957163409
"265","CH4","Czechia",2006,14790.5136268693,14537.6618305035,1.73928792204573
"266","CH4","Czechia",2007,14310.8035385202,14790.5136268693,-3.24336328305483
"267","CH4","Czechia",2008,14394.7646534597,14310.8035385202,0.586697418586619
"268","CH4","Czechia",2009,13753.4102649025,14394.7646534597,-4.45546977666671
"269","CH4","Czechia",2010,13980.4566075878,13753.4102649025,1.65083668931698
"270","CH4","Czechia",2011,14009.6163449563,13980.4566075878,0.208574999994447
"271","CH4","Czechia",2012,13999.8383363495,14009.6163449563,-0.0697949777212841
"272","CH4","Czechia",2013,13401.2164152582,13999.8383363495,-4.27592024071466
"273","CH4","Czechia",2014,13398.3643984619,13401.2164152582,-0.0212817755338562
"274","CH4","Czechia",2015,13398.7782626261,13398.3643984619,0.00308891557127516
"275","CH4","Czechia",2016,12688.065291188,13398.7782626261,-5.30431176266665
"276","CH4","Czechia",2017,12493.8143242005,12688.065291188,-1.53097389183841
"277","CH4","Czechia",2018,12380.5390404458,12493.8143242005,-0.906650929934882
"278","CH4","Czechia",2019,12091.4325011629,12380.5390404458,-2.33516923890326
"279","CH4","Czechia",2020,11518.664111955,12091.4325011629,-4.73697710467981
"280","CH4","Denmark",1990,7953.57887011418,NA,NA
"281","CH4","Denmark",1991,8143.8813920099,7953.57887011418,2.39266530204142
"282","CH4","Denmark",1992,8212.88717466905,8143.8813920099,0.847332854415733
"283","CH4","Denmark",1993,8406.23864860635,8212.88717466905,2.35424485720019
"284","CH4","Denmark",1994,8286.70541475645,8406.23864860635,-1.42195860534743
"285","CH4","Denmark",1995,8361.86276071661,8286.70541475645,0.906962926741971
"286","CH4","Denmark",1996,8471.97480820624,8361.86276071661,1.31683633946884
"287","CH4","Denmark",1997,8355.84620214557,8471.97480820624,-1.37073833066858
"288","CH4","Denmark",1998,8409.34587074705,8355.84620214557,0.640266315430061
"289","CH4","Denmark",1999,8302.5349924276,8409.34587074705,-1.27014490735844
"290","CH4","Denmark",2000,8229.36893552562,8302.5349924276,-0.881249605918099
"291","CH4","Denmark",2001,8468.64711442841,8229.36893552562,2.90761273163782
"292","CH4","Denmark",2002,8410.53708426207,8468.64711442841,-0.686178434183832
"293","CH4","Denmark",2003,8432.46065325505,8410.53708426207,0.260667883315121
"294","CH4","Denmark",2004,8256.83181401918,8432.46065325505,-2.08277093078488
"295","CH4","Denmark",2005,8016.14927229688,8256.83181401918,-2.91495027564506
"296","CH4","Denmark",2006,7906.75840061166,8016.14927229688,-1.36463117101954
"297","CH4","Denmark",2007,7878.58406456511,7906.75840061166,-0.356332325069793
"298","CH4","Denmark",2008,7760.37138976897,7878.58406456511,-1.50043045587106
"299","CH4","Denmark",2009,7625.17909458458,7760.37138976897,-1.74208537703007
"300","CH4","Denmark",2010,7688.69538588296,7625.17909458458,0.83298097671555
"301","CH4","Denmark",2011,7523.34104111196,7688.69538588296,-2.15061641113528
"302","CH4","Denmark",2012,7415.12607081815,7523.34104111196,-1.4383898018508
"303","CH4","Denmark",2013,7324.77922130977,7415.12607081815,-1.21841285833204
"304","CH4","Denmark",2014,7283.48266599647,7324.77922130977,-0.563792492108937
"305","CH4","Denmark",2015,7209.88698809496,7283.48266599647,-1.0104462559525
"306","CH4","Denmark",2016,7272.91517011003,7209.88698809496,0.874190984118657
"307","CH4","Denmark",2017,7271.06757528328,7272.91517011003,-0.0254037725387312
"308","CH4","Denmark",2018,7314.49466144577,7271.06757528328,0.597258734193487
"309","CH4","Denmark",2019,7148.22021097889,7314.49466144577,-2.2732185634546
"310","CH4","Denmark",2020,7164.72860019228,7148.22021097889,0.230944049373796
"311","CH4","Estonia",1990,1912.51520299747,NA,NA
"312","CH4","Estonia",1991,1846.43177293758,1912.51520299747,-3.45531528096184
"313","CH4","Estonia",1992,1606.6257480078,1846.43177293758,-12.9875378253625
"314","CH4","Estonia",1993,1375.46075649777,1606.6257480078,-14.3882289821803
"315","CH4","Estonia",1994,1333.37643937821,1375.46075649777,-3.0596523325548
"316","CH4","Estonia",1995,1284.38026099893,1333.37643937821,-3.67459458051684
"317","CH4","Estonia",1996,1296.53272706481,1284.38026099893,0.946173530915862
"318","CH4","Estonia",1997,1353.5814073353,1296.53272706481,4.40009566126735
"319","CH4","Estonia",1998,1311.04726165357,1353.5814073353,-3.14234115888632
"320","CH4","Estonia",1999,1225.10860807992,1311.04726165357,-6.554962287573
"321","CH4","Estonia",2000,1259.90824642184,1225.10860807992,2.84053496256634
"322","CH4","Estonia",2001,1295.68544538566,1259.90824642184,2.83966702062851
"323","CH4","Estonia",2002,1243.43306957582,1295.68544538566,-4.03279792915225
"324","CH4","Estonia",2003,1252.02560556847,1243.43306957582,0.691033253247901
"325","CH4","Estonia",2004,1268.79580499374,1252.02560556847,1.3394454035671
"326","CH4","Estonia",2005,1239.49727190206,1268.79580499374,-2.30916062114695
"327","CH4","Estonia",2006,1230.32812283336,1239.49727190206,-0.739747418292373
"328","CH4","Estonia",2007,1247.42429145436,1230.32812283336,1.38956171965155
"329","CH4","Estonia",2008,1231.67199097839,1247.42429145436,-1.26278609322289
"330","CH4","Estonia",2009,1245.16587094158,1231.67199097839,1.09557415139974
"331","CH4","Estonia",2010,1253.87276752885,1245.16587094158,0.699255961833112
"332","CH4","Estonia",2011,1208.02386890379,1253.87276752885,-3.65658301323665
"333","CH4","Estonia",2012,1224.89669603821,1208.02386890379,1.39672961509702
"334","CH4","Estonia",2013,1217.11047248523,1224.89669603821,-0.635663691327077
"335","CH4","Estonia",2014,1190.77502656609,1217.11047248523,-2.16376791708689
"336","CH4","Estonia",2015,1095.87163269921,1190.77502656609,-7.96988446596488
"337","CH4","Estonia",2016,1084.24290465616,1095.87163269921,-1.06113961672753
"338","CH4","Estonia",2017,1095.3488282983,1084.24290465616,1.0243021738438
"339","CH4","Estonia",2018,1093.13519690552,1095.3488282983,-0.202093738139947
"340","CH4","Estonia",2019,1098.29953566709,1093.13519690552,0.472433672997571
"341","CH4","Estonia",2020,1095.4550752662,1098.29953566709,-0.258987672171067
"342","CH4","European Union",1990,710545.653208869,NA,NA
"343","CH4","European Union",1991,691379.14698325,710545.653208869,-2.69743487122352
"344","CH4","European Union",1992,677472.150044115,691379.14698325,-2.01148631685184
"345","CH4","European Union",1993,669399.638986004,677472.150044115,-1.19156352886024
"346","CH4","European Union",1994,653747.60002215,669399.638986004,-2.33822040710442
"347","CH4","European Union",1995,653492.589717094,653747.60002215,-0.0390074556369093
"348","CH4","European Union",1996,649829.850012352,653492.589717094,-0.560486800061135
"349","CH4","European Union",1997,644239.083330426,649829.850012352,-0.860343162417009
"350","CH4","European Union",1998,629050.327100985,644239.083330426,-2.35762725709251
"351","CH4","European Union",1999,617247.284542212,629050.327100985,-1.8763272269753
"352","CH4","European Union",2000,594303.677606552,617247.284542212,-3.71708511487035
"353","CH4","European Union",2001,584023.715483985,594303.677606552,-1.72974903402376
"354","CH4","European Union",2002,572647.473769388,584023.715483985,-1.9479074929636
"355","CH4","European Union",2003,564854.894728786,572647.473769388,-1.36079864096986
"356","CH4","European Union",2004,546533.913992748,564854.894728786,-3.24348446070114
"357","CH4","European Union",2005,535150.326717901,546533.913992748,-2.08286933041049
"358","CH4","European Union",2006,523141.948930688,535150.326717901,-2.24392608724746
"359","CH4","European Union",2007,514321.324387658,523141.948930688,-1.68608626416971
"360","CH4","European Union",2008,502446.950553997,514321.324387658,-2.30874616132209
"361","CH4","European Union",2009,490067.068574661,502446.950553997,-2.46391822374203
