"","gas","region","year","value","lagged_value","percent_change"
"676","CH4","Latvia",2014,1868.47758487872,1821.78246237637,2.56315578103876
"677","CH4","Latvia",2015,1772.68947733423,1868.47758487872,-5.12653233411454
"678","CH4","Latvia",2016,1795.90120346459,1772.68947733423,1.3094073399288
"679","CH4","Latvia",2017,1826.73342084632,1795.90120346459,1.71681033022583
"680","CH4","Latvia",2018,1742.29604277532,1826.73342084632,-4.62231528188062
"681","CH4","Latvia",2019,1743.02741456765,1742.29604277532,0.0419774696362754
"682","CH4","Latvia",2020,1718.05901124659,1743.02741456765,-1.43247335712465
"683","CH4","Liechtenstein",1990,19.236332802834,NA,NA
"684","CH4","Liechtenstein",1991,19.1653768636995,19.236332802834,-0.368864168975315
"685","CH4","Liechtenstein",1992,18.7122001702982,19.1653768636995,-2.36455926029635
"686","CH4","Liechtenstein",1993,17.871199833095,18.7122001702982,-4.4943957928481
"687","CH4","Liechtenstein",1994,17.9326895016953,17.871199833095,0.344071294454602
"688","CH4","Liechtenstein",1995,17.9232769038465,17.9326895016953,-0.0524884895146991
"689","CH4","Liechtenstein",1996,18.2229123372068,17.9232769038465,1.67176702657535
"690","CH4","Liechtenstein",1997,17.934557617241,18.2229123372068,-1.58237451089005
"691","CH4","Liechtenstein",1998,17.8175213828158,17.934557617241,-0.652573857259181
"692","CH4","Liechtenstein",1999,17.125309821145,17.8175213828158,-3.88500480397015
"693","CH4","Liechtenstein",2000,16.691974194675,17.125309821145,-2.53038123686935
"694","CH4","Liechtenstein",2001,17.5647948477552,16.691974194675,5.22898395900133
"695","CH4","Liechtenstein",2002,17.7415112063705,17.5647948477552,1.00608267928553
"696","CH4","Liechtenstein",2003,17.907906724819,17.7415112063705,0.937888077926257
"697","CH4","Liechtenstein",2004,18.0048857702103,17.907906724819,0.541543167951032
"698","CH4","Liechtenstein",2005,18.4918456145215,18.0048857702103,2.70459835472488
"699","CH4","Liechtenstein",2006,19.2694067090905,18.4918456145215,4.20488636330808
"700","CH4","Liechtenstein",2007,19.505416344247,19.2694067090905,1.22478931873476
"701","CH4","Liechtenstein",2008,19.7024516526742,19.505416344247,1.01015689667816
"702","CH4","Liechtenstein",2009,19.5884176841605,19.7024516526742,-0.578780603165296
"703","CH4","Liechtenstein",2010,19.0126723938303,19.5884176841605,-2.93921285329625
"704","CH4","Liechtenstein",2011,19.360238120438,19.0126723938303,1.82807403087894
"705","CH4","Liechtenstein",2012,19.7966713096172,19.360238120438,2.25427593640219
"706","CH4","Liechtenstein",2013,18.9889625475105,19.7966713096172,-4.0800230981979
"707","CH4","Liechtenstein",2014,19.170594082717,18.9889625475105,0.956511103500551
"708","CH4","Liechtenstein",2015,19.012827319558,19.170594082717,-0.822962306114614
"709","CH4","Liechtenstein",2016,19.1259305821678,19.012827319558,0.594878713769492
"710","CH4","Liechtenstein",2017,18.637823035908,19.1259305821678,-2.55207214186426
"711","CH4","Liechtenstein",2018,18.9001558673465,18.637823035908,1.4075293607686
"712","CH4","Liechtenstein",2019,19.5680294028905,18.9001558673465,3.53369326809561
"713","CH4","Liechtenstein",2020,19.3097407415855,19.5680294028905,-1.31995233647209
"714","CH4","Lithuania",1990,6945.49222629036,NA,NA
"715","CH4","Lithuania",1991,6736.55135685726,6945.49222629036,-3.00829462658109
"716","CH4","Lithuania",1992,5875.01419013531,6736.55135685726,-12.788994265515
"717","CH4","Lithuania",1993,5132.5455340725,5875.01419013531,-12.6377338340643
"718","CH4","Lithuania",1994,4652.20901003711,5132.5455340725,-9.35864125991026
"719","CH4","Lithuania",1995,4401.16709703633,4652.20901003711,-5.39618732647562
"720","CH4","Lithuania",1996,4321.9337409718,4401.16709703633,-1.80028056916731
"721","CH4","Lithuania",1997,4348.31426143424,4321.9337409718,0.610386971284475
"722","CH4","Lithuania",1998,4229.22251760075,4348.31426143424,-2.73880259505919
"723","CH4","Lithuania",1999,3993.46108182799,4229.22251760075,-5.57458102030791
"724","CH4","Lithuania",2000,3842.69428140763,3993.46108182799,-3.7753416730769
"725","CH4","Lithuania",2001,3759.56453092008,3842.69428140763,-2.16331938998537
"726","CH4","Lithuania",2002,3820.70419232777,3759.56453092008,1.62624317004947
"727","CH4","Lithuania",2003,3878.85919452942,3820.70419232777,1.52210166697618
"728","CH4","Lithuania",2004,3892.756377884,3878.85919452942,0.358280170988927
"729","CH4","Lithuania",2005,3885.79521313489,3892.756377884,-0.178823539758571
"730","CH4","Lithuania",2006,3884.32789216651,3885.79521313489,-0.0377611502381868
"731","CH4","Lithuania",2007,3846.40789613615,3884.32789216651,-0.976230562482453
"732","CH4","Lithuania",2008,3714.38149547206,3846.40789613615,-3.43245969302203
"733","CH4","Lithuania",2009,3630.17265846494,3714.38149547206,-2.26710253402277
"734","CH4","Lithuania",2010,3605.06137819556,3630.17265846494,-0.691737904279151
"735","CH4","Lithuania",2011,3451.09660155679,3605.06137819556,-4.2707948766141
"736","CH4","Lithuania",2012,3460.28060744719,3451.09660155679,0.266118482057472
"737","CH4","Lithuania",2013,3393.41503005009,3460.28060744719,-1.93237442227062
"738","CH4","Lithuania",2014,3401.69038330031,3393.41503005009,0.243865049719473
"739","CH4","Lithuania",2015,3371.05690643546,3401.69038330031,-0.900536892341429
"740","CH4","Lithuania",2016,3271.79692067597,3371.05690643546,-2.94447671796935
"741","CH4","Lithuania",2017,3208.06352412777,3271.79692067597,-1.94796309469697
"742","CH4","Lithuania",2018,3013.32727275692,3208.06352412777,-6.0702118242436
"743","CH4","Lithuania",2019,2956.64178444316,3013.32727275692,-1.8811593691215
"744","CH4","Lithuania",2020,2863.68669899156,2956.64178444316,-3.14394141152633
"745","CH4","Luxembourg",1990,588.914187667334,NA,NA
"746","CH4","Luxembourg",1991,598.92932734339,588.914187667334,1.70061103736108
"747","CH4","Luxembourg",1992,589.658926186697,598.92932734339,-1.54782888956411
"748","CH4","Luxembourg",1993,598.52895271789,589.658926186697,1.50426392907423
"749","CH4","Luxembourg",1994,579.507164611011,598.52895271789,-3.17808988529326
"750","CH4","Luxembourg",1995,594.820960291538,579.507164611011,2.64255502187038
"751","CH4","Luxembourg",1996,600.820465076699,594.820960291538,1.00862363394532
"752","CH4","Luxembourg",1997,598.408803235984,600.820465076699,-0.4013947561535
"753","CH4","Luxembourg",1998,595.319779067921,598.408803235984,-0.516206337767537
"754","CH4","Luxembourg",1999,599.849163663589,595.319779067921,0.76083220395593
"755","CH4","Luxembourg",2000,593.319228399089,599.849163663589,-1.08859621052372
"756","CH4","Luxembourg",2001,595.981750012529,593.319228399089,0.448750265624147
"757","CH4","Luxembourg",2002,595.653322961537,595.981750012529,-0.0551068973144037
"758","CH4","Luxembourg",2003,585.720810888648,595.653322961537,-1.66749881013094
"759","CH4","Luxembourg",2004,575.891511194169,585.720810888648,-1.67815442302044
"760","CH4","Luxembourg",2005,576.813786898706,575.891511194169,0.160147473371258
"761","CH4","Luxembourg",2006,572.94758946202,576.813786898706,-0.670267861916574
"762","CH4","Luxembourg",2007,581.909226965508,572.94758946202,1.56412866871517
"763","CH4","Luxembourg",2008,591.813800589423,581.909226965508,1.70208224323311
"764","CH4","Luxembourg",2009,591.430422120282,591.813800589423,-0.0647802516195428
"765","CH4","Luxembourg",2010,588.06091148618,591.430422120282,-0.569722237490296
"766","CH4","Luxembourg",2011,562.786519556886,588.06091148618,-4.29792074862095
"767","CH4","Luxembourg",2012,558.520264079028,562.786519556886,-0.758059287066261
"768","CH4","Luxembourg",2013,563.033334749465,558.520264079028,0.808040631771664
"769","CH4","Luxembourg",2014,572.388782431104,563.033334749465,1.66161523736458
"770","CH4","Luxembourg",2015,574.929613139679,572.388782431104,0.443899458997659
"771","CH4","Luxembourg",2016,584.927168475309,574.929613139679,1.73891814008912
"772","CH4","Luxembourg",2017,587.729281987365,584.927168475309,0.479053404094739
"773","CH4","Luxembourg",2018,586.493825720902,587.729281987365,-0.210208390891356
"774","CH4","Luxembourg",2019,572.021605395656,586.493825720902,-2.46758272475539
"775","CH4","Luxembourg",2020,580.551783525343,572.021605395656,1.49123355642954
"776","CH4","Malta",1990,125.189618974085,NA,NA
"777","CH4","Malta",1991,133.205833365402,125.189618974085,6.40325807923131
"778","CH4","Malta",1992,140.870452035038,133.205833365402,5.75396623105154
"779","CH4","Malta",1993,147.922791546537,140.870452035038,5.00625887801149
"780","CH4","Malta",1994,153.232212302714,147.922791546537,3.58931892825091
"781","CH4","Malta",1995,157.226261740512,153.232212302714,2.6065338206484
"782","CH4","Malta",1996,165.9092707563,157.226261740512,5.52262002522107
"783","CH4","Malta",1997,172.97353807102,165.9092707563,4.25790993023923
"784","CH4","Malta",1998,178.00878230969,172.97353807102,2.91099106535164
"785","CH4","Malta",1999,185.878863337198,178.00878230969,4.42117570009331
"786","CH4","Malta",2000,190.439704847673,185.878863337198,2.45366333137152
"787","CH4","Malta",2001,194.163182926066,190.439704847673,1.95520050893343
"788","CH4","Malta",2002,200.929739639731,194.163182926066,3.48498444024868
"789","CH4","Malta",2003,207.331775314782,200.929739639731,3.1862061268431
"790","CH4","Malta",2004,217.558771286642,207.331775314782,4.93267177996854
"791","CH4","Malta",2005,219.537497252972,217.558771286642,0.909513302832062
"792","CH4","Malta",2006,225.412593574417,219.537497252972,2.67612430448506
"793","CH4","Malta",2007,230.018155840163,225.412593574417,2.04316990134161
"794","CH4","Malta",2008,147.734722249977,230.018155840163,-35.7725820771139
"795","CH4","Malta",2009,160.671927357999,147.734722249977,8.75705109197781
"796","CH4","Malta",2010,147.760848397107,160.671927357999,-8.03567815062327
"797","CH4","Malta",2011,146.06616088327,147.760848397107,-1.14691241436469
"798","CH4","Malta",2012,150.228377116602,146.06616088327,2.84954174749501
"799","CH4","Malta",2013,147.796615972918,150.228377116602,-1.61870958760111
"800","CH4","Malta",2014,159.50015130404,147.796615972918,7.91867611723027
"801","CH4","Malta",2015,171.088526079887,159.50015130404,7.26543183884332
"802","CH4","Malta",2016,180.996526208341,171.088526079887,5.79115406244579
"803","CH4","Malta",2017,177.878909673981,180.996526208341,-1.72247313231381
"804","CH4","Malta",2018,184.953327265025,177.878909673981,3.97709745579736
"805","CH4","Malta",2019,192.10665095429,184.953327265025,3.86763720071647
"806","CH4","Malta",2020,193.809051798373,192.10665095429,0.886174859447252
"807","CH4","Monaco",1990,2.19907070912725,NA,NA
"808","CH4","Monaco",1991,2.03969285814175,2.19907070912725,-7.24750915575391
"809","CH4","Monaco",1992,1.886635389816,2.03969285814175,-7.5039468670392
"810","CH4","Monaco",1993,1.5834831158925,1.886635389816,-16.0684081068291
"811","CH4","Monaco",1994,1.33382398474925,1.5834831158925,-15.7664536260328
"812","CH4","Monaco",1995,1.21073818932825,1.33382398474925,-9.22803884383134
"813","CH4","Monaco",1996,1.21715426850325,1.21073818932825,0.529931180130667
"814","CH4","Monaco",1997,1.08759046503,1.21715426850325,-10.6448136301224
"815","CH4","Monaco",1998,1.13593344368325,1.08759046503,4.44496161079498
"816","CH4","Monaco",1999,1.37338182828875,1.13593344368325,20.9033712253049
"817","CH4","Monaco",2000,1.4296358527835,1.37338182828875,4.09602219397669
"818","CH4","Monaco",2001,1.276165213321,1.4296358527835,-10.7349461867295
"819","CH4","Monaco",2002,1.30369937206275,1.276165213321,2.15757007433992
"820","CH4","Monaco",2003,1.26755434180325,1.30369937206275,-2.77249732829973
"821","CH4","Monaco",2004,1.5926440779115,1.26755434180325,25.6470058432186
"822","CH4","Monaco",2005,1.74046272686125,1.5926440779115,9.28133604989701
"823","CH4","Monaco",2006,1.95361881247075,1.74046272686125,12.2470928173168
"824","CH4","Monaco",2007,1.85420708698375,1.95361881247075,-5.0885937856666
"825","CH4","Monaco",2008,1.89546984740075,1.85420708698375,2.22535879118672
"826","CH4","Monaco",2009,1.0177314647585,1.89546984740075,-46.3071667347222
"827","CH4","Monaco",2010,1.25458736256425,1.0177314647585,23.2729267009499
"828","CH4","Monaco",2011,1.15797741136525,1.25458736256425,-7.70053597555288
"829","CH4","Monaco",2012,1.3005961709175,1.15797741136525,12.3161953033353
"830","CH4","Monaco",2013,1.269528166164,1.3005961709175,-2.38875105495529
"831","CH4","Monaco",2014,1.30881733967575,1.269528166164,3.09478549266583
"832","CH4","Monaco",2015,1.35543847070675,1.30881733967575,3.56208078986407
"833","CH4","Monaco",2016,1.3333001931425,1.35543847070675,-1.63329269772804
"834","CH4","Monaco",2017,1.356054457404,1.3333001931425,1.70661223770394
"835","CH4","Monaco",2018,1.334624041503,1.356054457404,-1.58035068459021
"836","CH4","Monaco",2019,1.07727392579975,1.334624041503,-19.2825925279626
"837","CH4","Monaco",2020,0.71980990191175,1.07727392579975,-33.1822775365722
"838","CH4","Netherlands",1990,31834.8379113342,NA,NA
"839","CH4","Netherlands",1991,32236.4495039873,31834.8379113342,1.26154747126924
"840","CH4","Netherlands",1992,31835.2852597136,32236.4495039873,-1.244443015426
"841","CH4","Netherlands",1993,31390.733234839,31835.2852597136,-1.39641288352822
"842","CH4","Netherlands",1994,30360.197330577,31390.733234839,-3.28293033664553
"843","CH4","Netherlands",1995,29631.2681284835,30360.197330577,-2.40093697072043
"844","CH4","Netherlands",1996,28936.7336376836,29631.2681284835,-2.34392428899211
"845","CH4","Netherlands",1997,27300.9057961406,28936.7336376836,-5.65311849645912
"846","CH4","Netherlands",1998,26568.2771641892,27300.9057961406,-2.68353232461235
"847","CH4","Netherlands",1999,25306.6032669523,26568.2771641892,-4.74879831100784
"848","CH4","Netherlands",2000,24196.8124453235,25306.6032669523,-4.38538040811692
"849","CH4","Netherlands",2001,23534.9627883128,24196.8124453235,-2.73527622080905
"850","CH4","Netherlands",2002,22404.7619376185,23534.9627883128,-4.80222068273483
"851","CH4","Netherlands",2003,21632.575310971,22404.7619376185,-3.44652904055619
"852","CH4","Netherlands",2004,21240.4887047518,21632.575310971,-1.8124823354728
"853","CH4","Netherlands",2005,19774.7224859723,21240.4887047518,-6.90081211950451
"854","CH4","Netherlands",2006,19331.6793546824,19774.7224859723,-2.24045182734768
"855","CH4","Netherlands",2007,19380.5284774694,19331.6793546824,0.25268949422735
"856","CH4","Netherlands",2008,19610.6446817421,19380.5284774694,1.18735773660773
"857","CH4","Netherlands",2009,19446.1823567332,19610.6446817421,-0.838638033975582
"858","CH4","Netherlands",2010,19359.1356608518,19446.1823567332,-0.447628713361622
"859","CH4","Netherlands",2011,18809.0124597851,19359.1356608518,-2.84167232827013
"860","CH4","Netherlands",2012,18389.2717469453,18809.0124597851,-2.23159357109914
"861","CH4","Netherlands",2013,18374.0044281627,18389.2717469453,-0.0830229657416032
"862","CH4","Netherlands",2014,17954.6599396339,18374.0044281627,-2.28227053154538
"863","CH4","Netherlands",2015,18144.8944032042,17954.6599396339,1.05952696519954
"864","CH4","Netherlands",2016,18272.4220115826,18144.8944032042,0.702829157032059
"865","CH4","Netherlands",2017,17948.0711832157,18272.4220115826,-1.77508393885222
"866","CH4","Netherlands",2018,17348.8338308172,17948.0711832157,-3.33872841422026
"867","CH4","Netherlands",2019,17219.1907893794,17348.8338308172,-0.747272368287423
"868","CH4","Netherlands",2020,16967.6021484652,17219.1907893794,-1.46109444974254
"869","CH4","New Zealand",1990,32972.5064201423,NA,NA
"870","CH4","New Zealand",1991,33208.1131093762,32972.5064201423,0.714554987818495
"871","CH4","New Zealand",1992,32793.8700356951,33208.1131093762,-1.2474152696262
"872","CH4","New Zealand",1993,33091.8052411329,32793.8700356951,0.908508831417283
"873","CH4","New Zealand",1994,33991.4402066587,33091.8052411329,2.71860346986317
"874","CH4","New Zealand",1995,34237.1873622938,33991.4402066587,0.722967765240382
"875","CH4","New Zealand",1996,34881.1090331077,34237.1873622938,1.88076685155237
"876","CH4","New Zealand",1997,35676.0927913745,34881.1090331077,2.27912408837758
"877","CH4","New Zealand",1998,35023.6982223929,35676.0927913745,-1.8286603659113
"878","CH4","New Zealand",1999,35127.9454285949,35023.6982223929,0.297647625730599
"879","CH4","New Zealand",2000,35951.5958521481,35127.9454285949,2.34471562029565
"880","CH4","New Zealand",2001,36370.6569459084,35951.5958521481,1.16562584727448
"881","CH4","New Zealand",2002,36079.8621356969,36370.6569459084,-0.799531365748978
"882","CH4","New Zealand",2003,36160.6730779176,36079.8621356969,0.223977968421184
"883","CH4","New Zealand",2004,36215.1312286102,36160.6730779176,0.15060048958506
"884","CH4","New Zealand",2005,36522.9283757521,36215.1312286102,0.849913107311175
"885","CH4","New Zealand",2006,36850.1426655342,36522.9283757521,0.895914715314404
"886","CH4","New Zealand",2007,35794.3814780578,36850.1426655342,-2.86501248328638
"887","CH4","New Zealand",2008,34369.5717892321,35794.3814780578,-3.9805400456469
"888","CH4","New Zealand",2009,34522.1611242881,34369.5717892321,0.443966354866853
"889","CH4","New Zealand",2010,34764.3498552544,34522.1611242881,0.701545682769865
"890","CH4","New Zealand",2011,34932.7170183481,34764.3498552544,0.484309828300312
"891","CH4","New Zealand",2012,35238.0249408102,34932.7170183481,0.873988479916243
"892","CH4","New Zealand",2013,35186.8834273111,35238.0249408102,-0.145131611618435
"893","CH4","New Zealand",2014,35486.1690094618,35186.8834273111,0.850560075230779
"894","CH4","New Zealand",2015,34989.0872044606,35486.1690094618,-1.40077618654373
"895","CH4","New Zealand",2016,34538.4789197648,34989.0872044606,-1.28785378727558
"896","CH4","New Zealand",2017,34415.8501342655,34538.4789197648,-0.355049757067107
"897","CH4","New Zealand",2018,34445.8302693731,34415.8501342655,0.087111418112996
"898","CH4","New Zealand",2019,34510.4245189833,34445.8302693731,0.187524147640107
"899","CH4","New Zealand",2020,34272.9440407945,34510.4245189833,-0.688141283391543
"900","CH4","Norway",1990,6235.94708724888,NA,NA
"901","CH4","Norway",1991,6098.29424738142,6235.94708724888,-2.20740872142628
"902","CH4","Norway",1992,6184.29091027521,6098.29424738142,1.41017568856597
"903","CH4","Norway",1993,6328.6703080761,6184.29091027521,2.33461523553174
"904","CH4","Norway",1994,6413.85909900005,6328.6703080761,1.34607724493469
"905","CH4","Norway",1995,6419.62310042543,6413.85909900005,0.0898679147204521
"906","CH4","Norway",1996,6425.42125781944,6419.62310042543,0.0903192804827797
"907","CH4","Norway",1997,6448.63113564692,6425.42125781944,0.361219551157585
"908","CH4","Norway",1998,6217.87735867346,6448.63113564692,-3.57833735748806
"909","CH4","Norway",1999,6167.208758775,6217.87735867346,-0.814885803879368
"910","CH4","Norway",2000,6176.00424184483,6167.208758775,0.142616918185481
"911","CH4","Norway",2001,6165.34621301929,6176.00424184483,-0.172571591731231
"912","CH4","Norway",2002,6033.15945895281,6165.34621301929,-2.14402808048869
"913","CH4","Norway",2003,6004.83548041892,6033.15945895281,-0.469471737430364
"914","CH4","Norway",2004,5892.44273737058,6004.83548041892,-1.87170395283667
"915","CH4","Norway",2005,5740.85735268008,5892.44273737058,-2.57253895280352
"916","CH4","Norway",2006,5595.40871587148,5740.85735268008,-2.53356995084886
"917","CH4","Norway",2007,5679.80394216749,5595.40871587148,1.5082942208783
"918","CH4","Norway",2008,5529.34284534836,5679.80394216749,-2.64905441017233
"919","CH4","Norway",2009,5570.70843794051,5529.34284534836,0.748110467176923
"920","CH4","Norway",2010,5575.72915852236,5570.70843794051,0.0901271469828843
"921","CH4","Norway",2011,5454.16236729836,5575.72915852236,-2.1802850850133
"922","CH4","Norway",2012,5362.31185081943,5454.16236729836,-1.68404441036885
"923","CH4","Norway",2013,5281.01908292995,5362.31185081943,-1.51600224214967
"924","CH4","Norway",2014,5223.53407610185,5281.01908292995,-1.08852109650411
"925","CH4","Norway",2015,5218.90232368816,5223.53407610185,-0.0886708566692433
"926","CH4","Norway",2016,5131.91179205861,5218.90232368816,-1.66683578718665
"927","CH4","Norway",2017,4991.17573376959,5131.91179205861,-2.74237095241588
"928","CH4","Norway",2018,4912.14664101201,4991.17573376959,-1.58337628192252
"929","CH4","Norway",2019,4734.88152915502,4912.14664101201,-3.6087096907284
"930","CH4","Norway",2020,4711.76137691946,4734.88152915502,-0.488294207430477
"931","CH4","Poland",1990,67611.9260689985,NA,NA
"932","CH4","Poland",1991,63109.5134868927,67611.9260689985,-6.6591988187277
"933","CH4","Poland",1992,61460.1247005926,63109.5134868927,-2.61353430753774
"934","CH4","Poland",1993,59786.8676763689,61460.1247005926,-2.72250834565515
"935","CH4","Poland",1994,59135.2261615984,59786.8676763689,-1.08994088517546
"936","CH4","Poland",1995,57747.1378252757,59135.2261615984,-2.3473121292028
"937","CH4","Poland",1996,57026.5807609742,57747.1378252757,-1.24777970205498
"938","CH4","Poland",1997,56835.2070722611,57026.5807609742,-0.335586819618791
"939","CH4","Poland",1998,54818.485103256,56835.2070722611,-3.54836741676865
"940","CH4","Poland",1999,53748.1247648642,54818.485103256,-1.95255366210078
"941","CH4","Poland",2000,52352.0237778257,53748.1247648642,-2.5974878065907
"942","CH4","Poland",2001,54173.3828901111,52352.0237778257,3.47906151635127
"943","CH4","Poland",2002,52565.7312458876,54173.3828901111,-2.96760430760724
"944","CH4","Poland",2003,52726.6412155089,52565.7312458876,0.306111920841756
"945","CH4","Poland",2004,52523.7484703188,52726.6412155089,-0.384801194448961
"946","CH4","Poland",2005,52837.7300087658,52523.7484703188,0.597789661993431
"947","CH4","Poland",2006,53032.3315007476,52837.7300087658,0.368300250501891
"948","CH4","Poland",2007,52157.8980223636,53032.3315007476,-1.64886863096273
"949","CH4","Poland",2008,51865.0661839742,52157.8980223636,-0.561433358115474
"950","CH4","Poland",2009,50531.6074887651,51865.0661839742,-2.57101512312565
"951","CH4","Poland",2010,50261.9591248143,50531.6074887651,-0.533623166472099
"952","CH4","Poland",2011,48964.3672611687,50261.9591248143,-2.58165795014738
"953","CH4","Poland",2012,48665.3919348683,48964.3672611687,-0.610597753067475
"954","CH4","Poland",2013,48772.7640099632,48665.3919348683,0.220633330639979
"955","CH4","Poland",2014,48093.5683846264,48772.7640099632,-1.39257152864671
"956","CH4","Poland",2015,48559.7267690504,48093.5683846264,0.969273855281268
"957","CH4","Poland",2016,47889.9001279364,48559.7267690504,-1.37938717056562
"958","CH4","Poland",2017,47770.2500778592,47889.9001279364,-0.249844016708242
"959","CH4","Poland",2018,47189.2465601783,47770.2500778592,-1.21624550161229
"960","CH4","Poland",2019,44530.5627229104,47189.2465601783,-5.63408833806532
"961","CH4","Poland",2020,44355.8048301198,44530.5627229104,-0.392444833625893
"962","CH4","Portugal",1990,9151.96676467328,NA,NA
"963","CH4","Portugal",1991,9292.0189923747,9151.96676467328,1.53029650677955
"964","CH4","Portugal",1992,9359.68782201594,9292.0189923747,0.728246785728381
"965","CH4","Portugal",1993,9437.31736475537,9359.68782201594,0.829403119159913
"966","CH4","Portugal",1994,9578.90101649983,9437.31736475537,1.50025315746209
"967","CH4","Portugal",1995,9746.75250915341,9578.90101649983,1.7523042817172
"968","CH4","Portugal",1996,9942.73284618711,9746.75250915341,2.01072446283672
"969","CH4","Portugal",1997,10146.9993660154,9942.73284618711,2.05443033608837
"970","CH4","Portugal",1998,10362.4099544812,10146.9993660154,2.12289939809456
"971","CH4","Portugal",1999,10618.5056527642,10362.4099544812,2.47139130190706
"972","CH4","Portugal",2000,10839.1988517032,10618.5056527642,2.07838283611546
"973","CH4","Portugal",2001,10855.4985082727,10839.1988517032,0.150376949371476
"974","CH4","Portugal",2002,10892.9570547505,10855.4985082727,0.345065189307104
"975","CH4","Portugal",2003,10919.0408049884,10892.9570547505,0.239455182892919
"976","CH4","Portugal",2004,10942.53028794,10919.0408049884,0.215124051380671
"977","CH4","Portugal",2005,10893.0826714578,10942.53028794,-0.4518846663527
"978","CH4","Portugal",2006,10810.0086741436,10893.0826714578,-0.762630743011532
"979","CH4","Portugal",2007,10624.3429049577,10810.0086741436,-1.71753580207565
"980","CH4","Portugal",2008,10403.512790425,10624.3429049577,-2.07852962303818
"981","CH4","Portugal",2009,10235.7828689897,10403.512790425,-1.6122431414673
"982","CH4","Portugal",2010,10049.5202895245,10235.7828689897,-1.81971991638764
"983","CH4","Portugal",2011,9956.93021983992,10049.5202895245,-0.921338203387628
"984","CH4","Portugal",2012,9725.81688514869,9956.93021983992,-2.32113040453693
"985","CH4","Portugal",2013,9499.95422776011,9725.81688514869,-2.32230012199254
"986","CH4","Portugal",2014,9380.84339692251,9499.95422776011,-1.25380426033573
"987","CH4","Portugal",2015,9177.50519274699,9380.84339692251,-2.16758979520143
"988","CH4","Portugal",2016,9102.85169707953,9177.50519274699,-0.813439971970371
"989","CH4","Portugal",2017,9132.10778458658,9102.85169707953,0.321394750575103
"990","CH4","Portugal",2018,9085.60273291125,9132.10778458658,-0.509247730888846
"991","CH4","Portugal",2019,9109.02059989645,9085.60273291125,0.257746983591667
"992","CH4","Portugal",2020,8966.76937371031,9109.02059989645,-1.56165226136119
"993","CH4","Romania",1990,52034.3176794296,NA,NA
"994","CH4","Romania",1991,44873.200370499,52034.3176794296,-13.7622969384329
"995","CH4","Romania",1992,41596.3887179612,44873.200370499,-7.30238009654438
"996","CH4","Romania",1993,40065.0561654502,41596.3887179612,-3.68140744835807
"997","CH4","Romania",1994,40074.8042092123,40065.0561654502,0.0243305381174134
"998","CH4","Romania",1995,41166.3655254104,40074.8042092123,2.72380948014008
"999","CH4","Romania",1996,41176.6021896424,41166.3655254104,0.0248665727502198
"1000","CH4","Romania",1997,45670.4053109133,41176.6021896424,10.9134869860663
"1001","CH4","Romania",1998,43402.0341158568,45670.4053109133,-4.96682956854438
"1002","CH4","Romania",1999,42254.4019365599,43402.0341158568,-2.6441898465713
"1003","CH4","Romania",2000,31792.48270911,42254.4019365599,-24.7593593755208
"1004","CH4","Romania",2001,30417.2728932433,31792.48270911,-4.32558170574279
"1005","CH4","Romania",2002,32552.1821495963,30417.2728932433,7.01873985825744
"1006","CH4","Romania",2003,33681.8446041778,32552.1821495963,3.47031252587013
"1007","CH4","Romania",2004,32235.9386981014,33681.8446041778,-4.29283468013226
"1008","CH4","Romania",2005,32493.7460508513,32235.9386981014,0.799751343258027
"1009","CH4","Romania",2006,31769.8334123637,32493.7460508513,-2.22785220686685
"1010","CH4","Romania",2007,30653.9177452984,31769.8334123637,-3.51250084500293
"1011","CH4","Romania",2008,29568.5388698688,30653.9177452984,-3.54075092276279
"1012","CH4","Romania",2009,28110.7715861499,29568.5388698688,-4.93012958852833
"1013","CH4","Romania",2010,26120.0600194102,28110.7715861499,-7.08166818060773
"1014","CH4","Romania",2011,25354.4628294635,26120.0600194102,-2.93106979607924
"1015","CH4","Romania",2012,25507.5802313188,25354.4628294635,0.603907102608252
"1016","CH4","Romania",2013,24878.4147292814,25507.5802313188,-2.46658246815938
"1017","CH4","Romania",2014,24640.1721315691,24878.4147292814,-0.957627727911036
"1018","CH4","Romania",2015,24486.5145858806,24640.1721315691,-0.623605812767978
"1019","CH4","Romania",2016,23927.8575779225,24486.5145858806,-2.28148847398736
"1020","CH4","Romania",2017,23505.0222098662,23927.8575779225,-1.76712589783397
"1021","CH4","Romania",2018,23080.1646870465,23505.0222098662,-1.80751806582581
"1022","CH4","Romania",2019,23259.7889101408,23080.1646870465,0.778262311079224
"1023","CH4","Romania",2020,22757.3717862008,23259.7889101408,-2.16002443479164
"1024","CH4","Russian Federation",1990,435938.24502443,NA,NA
"1025","CH4","Russian Federation",1991,414497.076931371,435938.24502443,-4.91839574475908
"1026","CH4","Russian Federation",1992,392961.974078195,414497.076931371,-5.19547761653856
"1027","CH4","Russian Federation",1993,374846.152360243,392961.974078195,-4.61006990827747
"1028","CH4","Russian Federation",1994,348133.709952871,374846.152360243,-7.12624158982969
"1029","CH4","Russian Federation",1995,331854.15220594,348133.709952871,-4.67623711278488
"1030","CH4","Russian Federation",1996,321184.036701685,331854.15220594,-3.21530269647896
"1031","CH4","Russian Federation",1997,308316.831771411,321184.036701685,-4.00617822181026
