country,gas,year,emission,population,per_capital,emission_per_capital,emission_per_pop,change_in_emission
Canada,HFCE,2003,3979857.6530497614,31644028,28323.5511575873,140.5140771687324,0.12576962872898992,10.33498750472361
Canada,HFCE,2004,4584773.567806354,31940655,32172.5737881727,142.50565086874744,0.14354037410335993,15.19943594698785
Canada,HFCE,2005,5107033.442572965,32243753,36415.482488109,140.243464966875,0.15838830680079224,11.391181419162075
Canada,HFCE,2006,5391076.066663716,32092034.5,40555.1239799877,132.93205734801828,0.16798798052718397,5.561792913336547
Canada,HFCE,2007,6077572.52813593,32889025,44696.0611916292,135.97557292753473,0.18479029184160767,12.733941294526282
Canada,HFCE,2008,6135671.151166361,33247118,46748.9650179427,131.2472083352312,0.18454745915619997,0.9559511262344447
Canada,HFCE,2009,6909971.0986993555,33628895,40918.8506604706,168.87011700391406,0.205477197472571,12.619645487124975
Canada,HFCE,2010,7729053.635774732,34004889,47617.91113651,162.314000158832,0.22729242362104848,11.853631880306269
Canada,HFCE,2011,8592513.579238763,33908009,52233.3415561157,164.502467643346,0.2534066090179097,11.171612776335476
Canada,HFCE,2012,9084090.112056809,34714222,52712.2033030208,172.33372052077024,0.26168208845518154,5.7209863945492385
Canada,HFCE,2013,10075098.202836448,35082954,52681.4641397617,191.2455997067135,0.2871793008888718,10.90927190896455
Canada,HFCE,2014,10950213.662876822,35437435,50940.6604337491,214.96018248758529,0.30900130505711887,8.685924865665347
Canada,HFCE,2015,11041047.098950889,35702908,43549.8504235999,253.5266365224457,0.3092478377097711,0.8295129106202599
Canada,HFCE,2016,11305160.023008892,35630608.5,42317.7861129982,267.14913660231474,0.31728787407627046,2.392100329715097
Canada,HFCE,2017,11097427.604401177,36545236,45125.1098082187,245.92577506326614,0.3036627702828674,-1.8375009127241624
Canada,HFCE,2018,12153499.74569521,37065084,46493.6911961323,261.40105104638866,0.32789618784339486,9.516368828350815
Canada,HFCE,2019,12111073.694658563,37601230,46411.963246769,260.9472396214931,0.32209248725795836,-0.3490850530660847
Canada,HFCE,2020,11918851.974735381,38007166,43427.8080385266,274.45207375333507,0.31359486194617564,-1.5871567192920182
Canada,HFCE,2021,11433412.912979838,37609239,52112.0614958113,219.40051083756953,0.30400543103198224,-4.072867611616774
Switzerland,HFCE,1990,22.5283552,6792980,39631.586200725,5.684444494827683e-4,3.3164171247375967e-6,-99.99980296036388
Switzerland,HFCE,1991,1371.5849847735,6799979,39604.6828725469,0.034631889092192496,2.0170429714172649e-4,5988.260650176095
Switzerland,HFCE,1992,14552.64634631266,6875364,40760.3479119274,0.3570294929218263,0.0021166364931824205,961.009453141239
Switzerland,HFCE,1993,30747.12520944335,6938265,39281.8097004205,0.7827318915277525,0.004431529382265357,111.28202031264256
Switzerland,HFCE,1994,75612.69294480309,6993795,43142.1732201952,1.7526398718692309,0.010811396808857435,145.9179270573894
Switzerland,HFCE,1995,227420.931158223,7040687,50174.31391077,4.5326166604424,0.03230095744324708,200.77083926139125
Switzerland,HFCE,1996,277899.9680724751,7071851,48158.892278315,5.770480900317717,0.03929663790604116,22.196302098126786
Switzerland,HFCE,1997,338088.2792374905,7088906,41642.2884366348,8.118868869369276,0.04769258884762903,21.658264872243
Switzerland,HFCE,1998,428643.4250746685,7110002,42750.4384961462,10.026643939881673,0.06028738459914195,26.78446766667336
Switzerland,HFCE,1999,504440.18543128145,7143991,41797.9763925693,12.068531277532353,0.07061041726274311,17.682940160206442
Switzerland,HFCE,2000,603900.0738434218,7253205.666666667,38962.9365975168,15.499346984074855,0.08325974770283251,19.716884436378724
Switzerland,HFCE,2001,698460.6077912669,7226647,39757.4689864035,17.56803502833972,0.0966507161331205,15.658308061800735
Switzerland,HFCE,2002,787655.7204456569,7284754,42626.9679743711,18.47787346543682,0.10812385983736128,12.770242395838274
Switzerland,HFCE,2003,867791.4230913112,7339002,49528.0277771338,17.52121903573869,0.11824379160699387,10.173950441230009
Switzerland,HFCE,2004,961458.904355237,7389626,54941.6588432055,17.4996336950634,0.13010927810896478,10.79377817889194
Switzerland,HFCE,2005,997142.7923836792,7437116,56613.9204799454,17.613031988076173,0.1340765415496651,3.7114314368300634
Switzerland,HFCE,2006,1103401.391186842,7483935,59369.3610355033,18.58536746802783,0.14743599338941907,10.656307162302264
Switzerland,HFCE,2007,1194808.3150916304,7529928,65441.223400748,18.257731946343377,0.15867460022082952,8.284104464148736
Switzerland,HFCE,2008,1215696.73588609,7620584.5,74664.5665548172,16.28211067151311,0.15952801729133637,1.7482654356031646
Switzerland,HFCE,2009,1210339.448650986,7743832,72168.2506953755,16.77107920711377,0.1562972245073222,-0.44067628685366383
Switzerland,HFCE,2010,1244354.3242712296,7826949.666666667,77141.5158326887,16.130799490252365,0.15898330476950337,2.8103583385764823
Switzerland,HFCE,2011,1310077.884720623,7964278.25,91270.3684744346,14.353813911549882,0.16449423834741372,5.281740029142039
Switzerland,HFCE,2012,1375071.9390402485,8017960.5,86559.8264959265,15.885798235801214,0.1714989664815945,4.9610832361684825
Switzerland,HFCE,2013,1353813.5375861288,8114488.25,88120.1513510218,15.363268410573724,0.1668390532928714,-1.5459846754604942
Switzerland,HFCE,2014,1388862.5639517703,8213157.25,89694.1056552288,15.48443516779528,0.16910215178843316,2.5889109092626215
Switzerland,HFCE,2015,1426496.2120692094,8304761,84782.9392174126,16.82527434453744,0.1717684846161388,2.7096740234943786
Switzerland,HFCE,2016,1396814.2095303973,8396444,83077.6456251208,16.8133581424945,0.16635783071147706,-2.0807628010281762
Switzerland,HFCE,2017,1390414.0540614,8467985,83353.5975674271,16.680912337786673,0.16419656554202683,-0.4581966180848787
Switzerland,HFCE,2018,1419469.546575953,8525864.5,86387.3396109094,16.43145341631398,0.1664898083444738,2.089700721140002
Switzerland,HFCE,2019,1342920.11149798,8606033,85325.7504553299,15.738743630517863,0.15604403463221442,-5.392819822209334
Switzerland,HFCE,2020,1322699.6091042245,8670300,87079.7251514925,15.189524390472357,0.15255522981952463,-1.505711488019964
Switzerland,HFCE,2021,1241480.963440054,8717439.5,93525.3661913239,13.274270008206853,0.14241348774947668,-6.140369673139491
European Union,HFCE,1990,12884202.183054054,638952821.5,12977.327499309975,992.8239989118813,0.020164559494090996,937.8090814500176
European Union,HFCE,1991,12434405.863556933,787869450.5,13004.021681081038,956.1969495673163,0.01578231755992795,-3.4910684659133655
European Union,HFCE,1992,13869883.209858505,504761761.5,13913.758111589363,996.846653407442,0.027478078308945962,11.5443983576948
European Union,HFCE,1993,15405490.955733119,531737119.5,12782.099216990424,1205.2395067670566,0.028972005885575792,11.071526145102121
European Union,HFCE,1994,18425471.167406835,486986022,13780.604680758732,1337.0582492024846,0.03783572902510708,19.603271459192527
European Union,HFCE,1995,21426489.353464663,549884468.5,16272.027294751084,1316.7682775689707,0.03896543834364484,16.287334846374982
European Union,HFCE,1996,27309277.965111766,707631670,16534.346232788164,1651.6696566421567,0.03859250387297076,27.455681211237977
European Union,HFCE,1997,32228513.816279516,606694234,15512.411668003797,2077.5953156758133,0.0531215099965488,18.013057164866048
European Union,HFCE,1998,36889146.18083943,519754608,16075.355783680701,2294.763903035251,0.07097415898396311,14.461207833312178
European Union,HFCE,1999,37854445.866556995,582238123,16274.796590816813,2325.9550836977387,0.06501540241217937,2.6167580051471986
European Union,HFCE,2000,41220140.962359995,593151776,15204.190153438347,2711.104014509992,0.06949341236122338,8.891148764051694
European Union,HFCE,2001,40814806.77950441,813917285.5,15451.470061102056,2641.483730551483,0.0501461358624806,-0.9833401181857019
European Union,HFCE,2002,44360822.94321058,658898362,17003.84994927351,2608.869348738631,0.0673257447606321,8.688063091571067
European Union,HFCE,2003,50534521.20404338,608319330,21081.117261371986,2397.146250717953,0.08307235807227001,13.917005707347197
European Union,HFCE,2004,56196857.35219933,673393970.5,24413.051883317174,2301.918564741258,0.08345316384474419,11.204887299304014
European Union,HFCE,2005,62175923.86591426,583387623.5,25753.36859623977,2414.2831503212565,0.10657737902099025,10.63950333778039
European Union,HFCE,2006,67973196.93176448,704225662,27842.35219751734,2441.359711620398,0.09652189716960993,9.323983795323015
European Union,HFCE,2007,74719437.48211803,717471406,32637.28657756375,2289.388773314364,0.10414273914927005,9.92485399373788
European Union,HFCE,2008,80284028.87895267,741273879.5,36132.41945581859,2221.938914916037,0.10830548748474102,7.447314359354443
European Union,HFCE,2009,81532768.45655477,668186955,32270.631813661064,2526.531520279676,0.12202089227640604,1.5554022325970664
European Union,HFCE,2010,85758691.28198624,737824258.5,31948.513744555905,2684.2779594590593,0.11623186726922484,5.183097428714535
European Union,HFCE,2011,88926378.91194412,1157636636.5,34507.558940079194,2577.0115778505437,0.0768171774355762,3.693721980367094
European Union,HFCE,2012,91277230.64113227,857709531.5,32252.78806711396,2830.0570620808326,0.10641974618318936,2.6435932261629405
European Union,HFCE,2013,93185928.47084868,783112916,33733.40541350484,2762.422806964594,0.11899424280578291,2.091099627267063
European Union,HFCE,2014,95233227.17724656,860076037.75,34498.15338632266,2760.5311539661507,0.11072652067645232,2.1970041399955913
European Union,HFCE,2015,87246411.12528485,841456355.3752227,30276.335529740438,2881.670109633404,0.1036850105985353,-8.38658553185095
European Union,HFCE,2016,88115367.92219692,805119774.798377,30980.736591452252,2844.1986090966093,0.10944380038890898,0.9959799901273442
European Union,HFCE,2017,86516323.87377526,774795849.464071,33074.20388079511,2615.8248339278057,0.11166338066165288,-1.8147164179505797
European Union,HFCE,2018,81980328.8986712,817933277.005223,35964.614378314334,2279.4719286105583,0.10022862647040548,-5.242935404562433
European Union,HFCE,2019,78266750.10317503,728758678.873153,35492.08250723493,2205.1890048215864,0.1073973489059443,-4.529841298985516
European Union,HFCE,2020,72857878.77108897,740533516.076844,35364.22232471368,2060.2143630392657,0.09838566005367491,-6.91081631082908
European Union,HFCE,2021,69863799.84952046,592911581.954405,40113.903720907816,1741.6355270630684,0.11783173406602977,-4.109478579489752
United Kingdom,HFCE,1990,12068457.467471052,57237493,19108.6394757798,631.5707344192568,0.21084881316292192,-82.72573565499546
United Kingdom,HFCE,1991,12582825.728160473,56163751,19922.8931711627,631.5762284151292,0.22403820087017465,4.262087860655208
United Kingdom,HFCE,1992,13102556.20347052,57584530,20513.4516636254,638.729962091366,0.22753604489731044,4.130475034291278
United Kingdom,HFCE,1993,13764685.728208277,57713889,18412.9158230875,747.5560014752839,0.23849866932738284,5.053437775465341
United Kingdom,HFCE,1994,14537303.027826963,57862145,19735.6675430252,736.6005226899257,0.25124030621102905,5.613039882453283
United Kingdom,HFCE,1995,15619653.424166469,58024799,23239.1434863152,672.1268980229152,0.26918927240345064,7.44533146394277
United Kingdom,HFCE,1996,16429438.360306706,58164374,24479.1072132199,671.1616652193106,0.28246566120193617,5.184397592889939
United Kingdom,HFCE,1997,18356108.004685514,58314249,26810.4689984955,684.6619507370642,0.3147791203601973,11.72693552954077
United Kingdom,HFCE,1998,15373822.893074395,58474943,28320.3996861612,542.853316458907,0.26291300349064717,-16.246827000853727
United Kingdom,HFCE,1999,8525733.722629048,58684427,28812.1751734911,295.9073263747621,0.14528102528169948,-44.54382763528697
United Kingdom,HFCE,2000,6964333.102360222,58886065,28310.068814729,246.001984238797,0.11826793151079498,-18.31397356598821
United Kingdom,HFCE,2001,7638822.74626573,58897130,27901.6578887239,273.77666147045915,0.12969770761776897,9.684913601805217
United Kingdom,HFCE,2002,8021329.617994802,59302620.5,30086.1024874602,266.6124540836776,0.1352609640242593,5.007406041933127
United Kingdom,HFCE,2003,8797697.475213593,59569028,34479.6566160524,255.15618015516208,0.14768912252880126,9.67879259664272
United Kingdom,HFCE,2004,7917718.77647369,59872061.5,40386.9152056607,196.0466338207462,0.1322439645154642,-10.00237506710287
United Kingdom,HFCE,2005,8677174.859644147,60297663,42144.0130067547,205.89341736994524,0.14390565783029016,9.59185473254072
United Kingdom,HFCE,2006,9521972.974739244,60723664,44569.2970275006,213.64422617803237,0.15680827452604382,9.735865978961531
United Kingdom,HFCE,2007,9964982.765223727,61196177,50489.1011713163,197.36898724758836,0.16283668774315307,4.6524999772603755
United Kingdom,HFCE,2008,10396918.280966561,61697709.5,47482.694945091,218.9622617879958,0.16851384541214712,4.334533495132815
United Kingdom,HFCE,2009,10920908.323045654,62151414.5,38840.5287061138,281.17300888663283,0.1757145579212144,5.03985919595378
United Kingdom,HFCE,2010,11503328.448886346,62634826.5,39697.1948100279,289.77685964803976,0.18365706575217136,5.333074032053268
United Kingdom,HFCE,2011,12134882.594745202,63217410.5,42132.3476464237,288.01819202152245,0.191954755798566,5.490186154947159
United Kingdom,HFCE,2012,12755156.837064387,63600166.5,42413.3358283528,300.7345823654295,0.20055225542631852,5.111497680148831
United Kingdom,HFCE,2013,13176893.651548758,64000862.5,43331.5036203131,304.09500134151,0.2058861886673599,3.3064024211672023
United Kingdom,HFCE,2014,13343159.754723689,64452506.5,47322.1779013807,281.9641940937461,0.20702313190447744,1.2618004483582381
United Kingdom,HFCE,2015,13349290.500012064,64992599.5,44996.3444061099,296.67500051847344,0.20539708524832992,0.04594672776967528
United Kingdom,HFCE,2016,13359726.126137774,65515305,41118.7469940074,324.9059638924505,0.20391763613308028,0.07817363870911831
United Kingdom,HFCE,2017,13267859.90324142,65924401,40617.679070323,326.652339742757,0.20125871000695814,-0.6876355250772818
United Kingdom,HFCE,2018,12950550.048104113,66435550,43324.137861978,298.92227952376027,0.19493403829883418,-2.391567724194815
United Kingdom,HFCE,2019,12333145.978974672,66796807,42783.9955269695,288.2654092276234,0.1846367593435218,-4.767396495408513
United Kingdom,HFCE,2020,11525463.795236751,67081234,40331.4997682229,285.76829181833796,0.17181353275696676,-6.548873945989472
United Kingdom,HFCE,2021,10819710.287153594,67026292,46541.7569268803,232.4731811081383,0.16142486723200494,-6.123428268238813
Iceland,HFCE,1990,313.64363459,254788,25365.7141687478,0.01236486512871099,0.0012309984559319904,-99.99710118269098
Iceland,HFCE,1991,629.9153976700001,257965,26782.815513969,0.023519386800146452,0.002441863809702867,100.83793458567575
Iceland,HFCE,1992,637.47209916,261103,27102.9754304337,0.023520373281384743,0.002441458348467846,1.1996375256028766
Iceland,HFCE,1993,1435.36060187,263783,23561.3080600087,0.060920242552504104,0.005441444679414519,125.16445876790239
Iceland,HFCE,1994,1848.91720435,266006,24000.3240311207,0.0770371767461368,0.00695065977590731,28.81203524335383
Iceland,HFCE,1995,3148.3537574459997,267380,26612.411889236,0.11830396172093759,0.011774828923053331,70.28094876497327
Iceland,HFCE,1996,10087.963492376,268927,27592.1975729665,0.36560928014880917,0.037511902830046816,220.42026625875533
Iceland,HFCE,1997,16137.108341973999,270915,27895.7307152294,0.5784794994871421,0.059565208061473154,59.963984347977195
Iceland,HFCE,1998,25465.406809238,273794,31003.1139287028,0.8213822285013128,0.09300936766049658,57.80650578518023
Iceland,HFCE,1999,36998.8970870346,277184,32353.0520099182,1.1435983559044804,0.13348135926689347,45.29081496397943
Iceland,HFCE,2000,42988.2725468099,281154,32067.0871549196,1.3405730411099972,0.15289938093290475,16.187983781479087
Iceland,HFCE,2001,39826.215047542806,285054,28870.0892688026,1.3794974680102408,0.13971463318368732,-7.355628202607893
Iceland,HFCE,2002,44647.0728028209,287559,32378.2599029578,1.3789213174714903,0.15526230374573877,12.104734907706296
Iceland,HFCE,2003,45135.4746608285,289272,39438.5652405432,1.1444502198682631,0.15603126006260024,1.0939168625109563
Iceland,HFCE,2004,52172.3742786578,292587,47288.4861567388,1.103278588909174,0.17831405455012628,15.59061840095454
Iceland,HFCE,2005,57237.5457648722,295864,56738.4733024618,1.0087960150029054,0.1934589735989245,9.708531682228642
Iceland,HFCE,2006,66308.9070458212,304334,57438.4797983823,1.1544335309460736,0.21788202121951933,15.848620271409795
Iceland,HFCE,2007,66983.5276147672,311396,69431.769445068,0.9647388817846884,0.21510721915107195,1.0173905724005123
Iceland,HFCE,2008,68572.581947606,319355,56889.4120887183,1.2053663314478966,0.21472211785507037,2.372306131707041
Iceland,HFCE,2009,81822.478436647,319246,41262.2841805283,1.9829847053222291,0.25629914998667797,19.322440708393916
Iceland,HFCE,2010,109918.6944407367,318006,43197.4125137506,2.544566631294117,0.3456497501328173,34.33801632621513
Iceland,HFCE,2011,134721.90310024229,317284.75,47672.8989546651,2.8259641442899683,0.42460881936570316,22.56505027257068
Iceland,HFCE,2012,140161.41164442708,320145.5,45957.8605875907,3.049781035331151,0.43780534677022503,4.037582916370641
Iceland,HFCE,2013,170540.3393698384,322810.5,49765.0189964686,3.4269119716791465,0.5282986128698985,21.674244978695747
Iceland,HFCE,2014,168563.16425877198,326528.25,54533.7689012804,3.0909868812462418,0.5162284251325022,-1.1593591981652207
Iceland,HFCE,2015,161371.17040098208,329957.25,52912.4947716159,3.0497743698818596,0.4890669030639032,-4.266646209102373
Iceland,HFCE,2016,179212.1876936576,333984,61944.3450687493,2.89311619155482,0.5365891410775893,11.055888885445505
Iceland,HFCE,2017,170450.5007060629,340874.25,71961.5320385189,2.368633572376221,0.5000392394147194,-4.889001747231476
Iceland,HFCE,2018,188533.43503850608,350585.25,74414.0114539156,2.5335744082989575,0.537767732779705,10.6089065491375
Iceland,HFCE,2019,199640.92815139366,358777,68813.4458681494,2.9011906849413904,0.5564485130077839,5.891524286193047
Iceland,HFCE,2020,195612.04056816438,365298.5,59166.9184194248,3.3061049281205075,0.5354854743946783,-2.018066946760565
Iceland,HFCE,2021,157248.1617964441,368792,69133.1340822158,2.274570130285696,0.42638712823609,-19.61222768306623
Japan,HFCE,1990,15940023.373810552,123230389,25328.73180736,629.3257591830443,0.1293514002768469,10036.858321081507
Japan,HFCE,1991,17356794.476754166,123672472.66666667,28889.3818712683,600.801863954598,0.1403448487969977,8.888136922505197
Japan,HFCE,1992,17773138.745901562,124089979.33333333,31410.0050430054,565.8432312114325,0.14322783226644717,2.3987394083913536
Japan,HFCE,1993,18134594.475089066,124446666.66666667,35696.1017755654,508.0273075504986,0.14572181771379225,2.0337191666320287
Japan,HFCE,1994,21057226.749185704,124762000,39952.2575730784,527.0597465154258,0.1687791695322751,16.116336530774745
Japan,HFCE,1995,25219348.804735035,124920798.25,44211.029407681,570.4311603374147,0.2018827061468528,19.765765478639217
Japan,HFCE,1996,24604215.826774303,125236000,39159.6389174816,628.3054825561867,0.19646280483865902,-2.4391310922557925
Japan,HFCE,1997,24444489.66070209,125516250,35646.4478745088,685.748261559117,0.19475159320567728,-0.6491821043871603
Japan,HFCE,1998,23749430.269680604,125830750,32447.2720193752,731.939198324566,0.18874106901278587,-2.8434195218192295
Japan,HFCE,1999,24375035.791541994,126036500,36632.1339555176,665.4003782891982,0.19339664138199644,2.6341917037903024
Japan,HFCE,2000,22858356.89957306,126233869,39181.4501042335,583.3974199209958,0.1810794288462557,-6.22226324071783
Japan,HFCE,2001,19465971.605674278,126532250,34428.716143930404,565.399288323623,0.15384197788053464,-14.840897396094752
Japan,HFCE,2002,16236404.78260339,126729000,32857.7211742071,494.1427525214002,0.12811909493962226,-16.590832908281225
Japan,HFCE,2003,16228080.73351745,126930750,35446.8993809913,457.8138290487516,0.1278498766730477,-0.05126780957604621
Japan,HFCE,2004,12418368.101688443,126968500,38326.0446978524,324.0190371740684,0.09780668513598603,-23.47605175490921
Japan,HFCE,2005,12778809.711884283,126991724,37805.3836724195,338.0156070524665,0.10062710631351286,2.902487728213121
Japan,HFCE,2006,14626241.73724962,127262000,35977.9882465171,406.5330622999893,0.11493015776311562,14.45699612889006
Japan,HFCE,2007,16709812.962491073,127054000,35777.4990607488,467.0481000954947,0.13151740962497105,14.24543134642089
Japan,HFCE,2008,19265318.500624053,127018000,39871.7503870295,483.1821606430193,0.15167392417314124,15.293441906677153
Japan,HFCE,2009,20927106.001019865,128047000,41286.4178904505,506.8762820874387,0.1634330050764162,8.625798220475735
Japan,HFCE,2010,23331815.5395902,128063676,44955.7190827695,518.9954919113451,0.18218917548165803,11.49088430312888
Japan,HFCE,2011,26124540.40982982,127833000,48693.701579289,536.5075885079443,0.20436460389594097,11.969599474592256
Japan,HFCE,2012,29381772.41768102,127629000,49058.9133111673,598.9079340449401,0.2302123531304094,12.46809305255991
Japan,HFCE,2013,32129236.56459397,127445000,40823.7163806783,787.0238041287346,0.2521027624825923,9.35091357953482
Japan,HFCE,2014,35805260.08729839,127276000,38414.8088304371,932.0691987650583,0.2813198096050975,11.441365920145628
Japan,HFCE,2015,39283250.34009043,127117872.5,34930.4366354955,1124.6137788089286,0.3090301117184795,9.713629350302709
Japan,HFCE,2016,42645361.09403088,127076000,39400.942264036,1082.3436863071238,0.33558941967036165,8.558636886798682
Japan,HFCE,2017,44956352.73843563,126972000,38928.952603668,1154.8307809904886,0.3540650910313741,5.419092687031383
Japan,HFCE,2018,47087142.18441784,126811000,39901.7926272904,1180.0758583516144,0.37131748968478945,4.739684863626571
Japan,HFCE,2019,49968007.52387336,126633000,40728.5940826643,1226.853237861744,0.3945891475671694,6.118157114255415
Japan,HFCE,2020,52210280.53694702,126203549.5,40242.0645290233,1297.4056164363044,0.41369898662752763,4.4874172979628275
Japan,HFCE,2021,53561038.04528498,125682000,39649.9275053265,1350.8483221839356,0.42616315817129724,2.587148535587901
Liechtenstein,HFCE,1990,0.09605405271999999,29032,61041.5598049454,1.573584505817592e-6,3.3085578919812616e-6,-99.99999982066431
Liechtenstein,HFCE,1991,5.88221700509,29386,65098.5790032646,9.035860836217356e-5,2.0017072773055198e-4,6023.861345274845
Liechtenstein,HFCE,1992,65.72200758346999,29868,68730.4709256128,9.562280993913329e-4,0.002200415413936989,1017.2999487540059
Liechtenstein,HFCE,1993,146.5914427783,30310,66999.0028735563,0.002187964544113505,0.00483640523847905,123.04772505940586
Liechtenstein,HFCE,1994,359.04257438201995,30629,73753.332270949,0.0048681539304963,0.011722308086519964,144.9273760986335
Liechtenstein,HFCE,1995,1070.61959552763,30923,87252.9946030303,0.012270290554479691,0.03462211284570158,198.18736604436634
Liechtenstein,HFCE,1996,1368.8277426909099,31143,86734.3770876702,0.015781836322030802,0.04395298277914491,27.853791244715154
Liechtenstein,HFCE,1997,1717.81403389809,31320,80687.5251319529,0.021289710287790472,0.054847191376056516,25.495267251168173
Liechtenstein,HFCE,1998,2238.76920339353,32015,85198.5680650308,0.02627707547484496,0.0699287585005007,30.32663368765713
Liechtenstein,HFCE,1999,2804.153964918,32426,90341.7462517988,0.0310394040547137,0.0864785655004626,25.254267419234587
Liechtenstein,HFCE,2000,3522.9239237267298,32947.666666666664,83182.2887050043,0.04235185132042163,0.10692483808848569,25.63232860253265
Liechtenstein,HFCE,2001,4255.15673909395,33104,82572.1079051268,0.051532616122420105,0.1285390508426157,20.784803510392774
Liechtenstein,HFCE,2002,4856.49623923306,33678,88255.9066084438,0.055027435849471174,0.14420381968148524,14.132017620275796
Liechtenstein,HFCE,2003,5422.64720052845,34022,99891.2572974707,0.054285503528903475,0.1593864911095306,11.657601147134777
Liechtenstein,HFCE,2004,6016.22310078797,34477,111385.753788638,0.0540125006668641,0.17449961135794792,10.94623858623283
Liechtenstein,HFCE,2005,6324.93339376045,34734,116930.184890845,0.05409153675472942,0.18209631467036477,5.131297290688017
Liechtenstein,HFCE,2006,6897.57647089003,35010,126805.128107689,0.054395090906988214,0.19701732279034645,9.053740829816368
Liechtenstein,HFCE,2007,7587.38221443647,35322,144784.449827572,0.05240467621676571,0.21480613256430753,10.000697295022979
Liechtenstein,HFCE,2008,7916.3032190913,35446,158755.600890282,0.049864717683644796,0.2233341764681854,4.335105249199038
Liechtenstein,HFCE,2009,7729.6388552953495,35789,139644.903948853,0.05535210119895563,0.21597806184289445,-2.3579739005674094
Liechtenstein,HFCE,2010,8284.856116552019,36079.5,156462.094788819,0.052951202831166916,0.2296277974071708,7.182965099026665
Liechtenstein,HFCE,2011,8710.78972109846,36281,175415.283926051,0.049658100059118145,0.24009232714364157,5.141110461719221
Liechtenstein,HFCE,2012,9056.138512594449,36555.5,165304.365494892,0.05478463007000434,0.2477366883942074,3.964609439021564
Liechtenstein,HFCE,2013,9018.640836347871,36890,173659.496528541,0.051932897518597,0.24447386382076094,-0.4140581131177408
Liechtenstein,HFCE,2014,9258.185387534731,37172,179465.447204699,0.05158756480279353,0.24906341836690873,2.6561047893316987
Liechtenstein,HFCE,2015,9365.332282588999,37485.333333333336,167809.21268111,0.055809404817279376,0.24983990936692568,1.1573206904943891
Liechtenstein,HFCE,2016,9016.13791089874,37654,165845.928847599,0.05436454167761906,0.23944701521481757,-3.728584967982852
Liechtenstein,HFCE,2017,9251.01705198165,37843.5,170875.739911488,0.05413885585381276,0.24445458406282847,2.6050970316124626
Liechtenstein,HFCE,2018,9379.187768181018,38157.5,175286.619274312,0.05350772242063274,0.24580194635867178,1.38547702894909
Liechtenstein,HFCE,2019,9064.34913405222,38467.5,167012.654719668,0.05427342706016378,0.23563655381951568,-3.356779306592962
Liechtenstein,HFCE,2020,8628.48437619377,38821.5,157781.559358165,0.05468626632474245,0.22226045815318238,-4.808561005456286
Liechtenstein,HFCE,2021,7993.48229998211,39103,169260.216995924,0.04722599581787493,0.20442120297629618,-7.3593698328254336
Norway,HFCE,1990,48.853369,4240711.666666667,28241.6704165836,0.0017298328420160707,1.1520087390992156e-5,-99.388834963704
Norway,HFCE,1991,1207.47267164,4261732,28595.7122101397,0.04222565476833427,0.00028332909522231806,2371.6262078875257
Norway,HFCE,1992,2586.6519998780004,4286400.5,30522.8701083084,0.0847447173447135,6.034555100201207e-4,114.2203348059867
Norway,HFCE,1993,32562.7913980398,4311991,27962.6099464644,1.164511877123868,0.007551683525786533,1158.8779394976837
Norway,HFCE,1994,49615.865077526,4336612.5,29315.0559286446,1.6925045341306986,0.011441157142245474,52.36981520114015
Norway,HFCE,1995,91902.662256133,4359184.5,34874.7508456033,2.6352206116970516,0.021082535565111547,85.22837828693068
Norway,HFCE,1996,122705.44177394871,4381336.5,37320.4438374219,3.287888062330858,0.02800639525723457,33.51674343444836
Norway,HFCE,1997,186093.08240875482,4405156.5,36627.5632009418,5.080684221001354,0.04224437483861353,51.65837775278177
Norway,HFCE,1998,246113.27991135645,4431464,34786.7071923354,7.074923146666291,0.05553769136144544,32.2527827072942
Norway,HFCE,1999,309854.24802383827,4461913,36369.3164921245,8.519661019500735,0.06944426034838382,25.89903646623199
Norway,HFCE,2000,356682.6337226151,4490966.5,38129.2849016898,9.354558697921128,0.0794222432348616,15.113036531670893
Norway,HFCE,2001,452378.7446282143,4517349,38540.6403245701,11.737707023508316,0.10014252709458894,26.82948421313389
Norway,HFCE,2002,490188.1417663911,4538159,43081.9380705673,11.37804295070183,0.10801475703394066,8.357907524866214
Norway,HFCE,2003,500310.9482218452,4564854.5,50131.3463656853,9.980002224003822,0.10960063419805499,2.0650859522991714
Norway,HFCE,2004,526810.1703570152,4591910,57598.9476811619,9.146176997419552,0.11472571769852093,5.2965505211011035
Norway,HFCE,2005,528113.8260911414,4623291,66804.7275781789,7.9053361227034555,0.11422898236151292,0.24746214243410408
Norway,HFCE,2006,595758.2212169421,4660676.5,74141.4124654987,8.035431230746715,0.12782655505417337,12.808677179780295
Norway,HFCE,2007,656916.6200228028,4709152.5,85132.779473303,7.716376982955278,0.1394978438313057,10.265640762948076
Norway,HFCE,2008,709256.1062167794,4768211.5,96935.1099912051,7.3168133432884135,0.1487467798391031,7.967447404841089
Norway,HFCE,2009,783821.2992899165,4828725.5,79969.4396922595,9.801510455822102,0.162324675380681,10.513154898429134
Norway,HFCE,2010,855440.2880201482,4889252,87685.0202223065,9.755831564517672,0.17496342753863947,9.13715776735247
Norway,HFCE,2011,923168.6053942528,4966521.5,100590.95637548,9.177451320258884,0.18587830645538386,7.917363528769108
Norway,HFCE,2012,979886.5743588192,5002221.5,101514.371855293,9.652688150950988,0.19589028081999552,6.143836416571393
