"Series Code","Country or Area Code","Country or Area","Year","Value"
"GH2","8","Cyprus","2020","8878.43869256459"
"GH2","8","Cyprus","2019","8906.8560192937"
"GH2","8","Cyprus","2018","8864.5302072861"
"GH2","8","Cyprus","2017","9004.04214507658"
"GH2","8","Cyprus","2016","8805.14561091249"
"GH2","8","Cyprus","2015","8349.772781194"
"GH2","8","Cyprus","2014","8297.82710225131"
"GH2","8","Cyprus","2013","7925.36251986279"
"GH2","8","Cyprus","2012","8636.38022573072"
"GH2","8","Cyprus","2011","9164.17764917094"
"GH2","8","Cyprus","2010","9479.01331948053"
"GH2","8","Cyprus","2009","9804.31780721532"
"GH2","8","Cyprus","2008","10043.0504125272"
"GH2","8","Cyprus","2007","9822.07095477035"
"GH2","8","Cyprus","2006","9489.82689314063"
"GH2","8","Cyprus","2005","9228.91310910439"
"GH2","8","Cyprus","2004","9100.84158538316"
"GH2","8","Cyprus","2003","8873.88977119504"
"GH2","8","Cyprus","2002","8478.83631172747"
"GH2","8","Cyprus","2001","8250.79427677498"
"GH2","8","Cyprus","2000","8305.79740775226"
"GH2","8","Cyprus","1999","8035.1467492006"
"GH2","8","Cyprus","1998","7766.25599114224"
"GH2","8","Cyprus","1997","7437.50847544054"
"GH2","8","Cyprus","1996","7349.42119049858"
"GH2","8","Cyprus","1995","7004.2470217606"
"GH2","8","Cyprus","1994","7066.79604026129"
"GH2","8","Cyprus","1993","6818.28603137725"
"GH2","8","Cyprus","1992","6529.52457946273"
"GH2","8","Cyprus","1991","6083.8055433013"
"GH2","8","Cyprus","1990","5582.97911935036"
"GH2","9","Czechia","2020","113338.546986284"
"GH2","9","Czechia","2019","123551.594561456"
"GH2","9","Czechia","2018","129427.308592234"
"GH2","9","Czechia","2017","131272.253751449"
"GH2","9","Czechia","2016","130254.495671064"
"GH2","9","Czechia","2015","128955.700565253"
"GH2","9","Czechia","2014","127553.948957306"
"GH2","9","Czechia","2013","129735.127961743"
"GH2","9","Czechia","2012","135097.595771079"
"GH2","9","Czechia","2011","139080.520265852"
"GH2","9","Czechia","2010","140533.111107637"
"GH2","9","Czechia","2009","137720.52791665"
"GH2","9","Czechia","2008","147184.44048631"
"GH2","9","Czechia","2007","152231.646474905"
"GH2","9","Czechia","2006","150525.722867334"
"GH2","9","Czechia","2005","149207.270981857"
"GH2","9","Czechia","2004","151364.652935025"
"GH2","9","Czechia","2003","150342.541705096"
"GH2","9","Czechia","2002","147210.352820938"
"GH2","9","Czechia","2001","150847.758601107"
"GH2","9","Czechia","2000","150788.086328467"
"GH2","9","Czechia","1999","140469.17060292"
"GH2","9","Czechia","1998","150258.366243946"
"GH2","9","Czechia","1997","156381.289780378"
"GH2","9","Czechia","1996","160855.201447548"
"GH2","9","Czechia","1995","157775.952359456"
"GH2","9","Czechia","1994","158896.747619891"
"GH2","9","Czechia","1993","167657.329948738"
"GH2","9","Czechia","1992","174908.242945181"
"GH2","9","Czechia","1991","180409.592979846"
"GH2","9","Czechia","1990","198847.993095418"
"GH2","10","Denmark","2020","43694.7225661073"
"GH2","10","Denmark","2019","46412.3732905361"
"GH2","10","Denmark","2018","50244.8560507313"
"GH2","10","Denmark","2017","50333.4467927665"
"GH2","10","Denmark","2016","52459.2906001871"
"GH2","10","Denmark","2015","50438.3011173414"
"GH2","10","Denmark","2014","53066.8542195459"
"GH2","10","Denmark","2013","57276.5044832683"
"GH2","10","Denmark","2012","55575.6368918206"
"GH2","10","Denmark","2011","60206.8534534625"
"GH2","10","Denmark","2010","65500.5513584126"
"GH2","10","Denmark","2009","65209.2162131455"
"GH2","10","Denmark","2008","68063.6206539581"
"GH2","10","Denmark","2007","71684.9300289163"
"GH2","10","Denmark","2006","76337.2855612333"
"GH2","10","Denmark","2005","68627.7718303326"
"GH2","10","Denmark","2004","73044.5958609214"
"GH2","10","Denmark","2003","79063.271860631"
"GH2","10","Denmark","2002","74008.8037712571"
"GH2","10","Denmark","2001","74634.2398736716"
"GH2","10","Denmark","2000","72939.2487862339"
"GH2","10","Denmark","1999","77271.5220277291"
"GH2","10","Denmark","1998","79837.5113289662"
"GH2","10","Denmark","1997","83898.0743352621"
"GH2","10","Denmark","1996","93396.0468071133"
