"Series Code","Country or Area Code","Country or Area","Year","Value"
"MIX","12","European Union","2020","1604.46241440001"
"MIX","12","European Union","2019","1669.993626842"
"MIX","12","European Union","2018","1832.922149248"
"MIX","12","European Union","2017","1117.529005248"
"MIX","12","European Union","2016","779.898245231998"
"MIX","12","European Union","2015","765.236946226002"
"MIX","12","European Union","2014","772.145876870003"
"MIX","12","European Union","2013","983.809614046603"
"MIX","12","European Union","2012","807.144474585364"
"MIX","12","European Union","2011","418.090158088213"
"MIX","12","European Union","2010","523.2267286"
"MIX","12","European Union","2009","1305.7722786"
"MIX","12","European Union","2008","949.78849375372"
"MIX","12","European Union","2007","723.455944581"
"MIX","12","European Union","2006","866.41208990975"
"MIX","12","European Union","2005","1075.74579976"
"MIX","12","European Union","2004","1017.3687898044"
"MIX","12","European Union","2003","1221.28294258894"
"MIX","12","European Union","2002","2042.0599394701"
"MIX","12","European Union","2001","1966.2149364028"
"MIX","12","European Union","2000","2248.56393834144"
"MIX","12","European Union","1999","4120.21935343256"
"MIX","12","European Union","1998","4281.00094138359"
"MIX","12","European Union","1997","4381.30234964676"
"MIX","12","European Union","1996","4495.45753309907"
"MIX","12","European Union","1995","5944.081939885"
"MIX","12","European Union","1994","5633.13199961313"
"MIX","12","European Union","1993","5361.17959954071"
"MIX","12","European Union","1992","5367.40339981155"
"MIX","12","European Union","1991","5381.60484828552"
"MIX","12","European Union","1990","5850.0007523648"
"MIX","15","Germany","2020","140.65702917"
"MIX","15","Germany","2019","204.83969323"
"MIX","15","Germany","2018","188.74346292"
"MIX","15","Germany","2017","212.8389212"
"MIX","15","Germany","2016","183.02717035"
"MIX","15","Germany","2015","245.099154"
"MIX","15","Germany","2014","223.5314038"
"MIX","15","Germany","2013","287.908547"
"MIX","15","Germany","2012","282.759964"
"MIX","15","Germany","2011","265.766134"
"MIX","15","Germany","2010","498.258788"
"MIX","15","Germany","2009","1280.804338"
"MIX","15","Germany","2008","924.82055315372"
"MIX","15","Germany","2007","698.488003981"
"MIX","15","Germany","2006","841.44414930975"
"MIX","15","Germany","2005","1050.77785916"
"MIX","15","Germany","2004","992.4008492044"
"MIX","15","Germany","2003","1196.31500198894"
"MIX","15","Germany","2002","2017.0919988701"
"MIX","15","Germany","2001","1941.2469958028"
"MIX","15","Germany","2000","2223.59599774144"
"MIX","15","Germany","1999","4095.25141283256"
"MIX","15","Germany","1998","4256.03300078359"
"MIX","15","Germany","1997","4356.33440904676"
"MIX","15","Germany","1996","4470.48959249907"
"MIX","15","Germany","1995","5919.113999285"
"MIX","15","Germany","1994","5633.13199961313"
"MIX","15","Germany","1993","5361.17959954071"
"MIX","15","Germany","1992","5367.40339981155"
"MIX","15","Germany","1991","5381.60484828552"
"MIX","15","Germany","1990","5850.0007523648"
"MIX","20","Italy","2020","22.862495"
"MIX","20","Italy","2019","23.540235"
"MIX","20","Italy","2018","23.15119"
"MIX","20","Italy","2017","24.9679406"
"MIX","20","Italy","2016","24.9679406"
"MIX","20","Italy","2015","24.9679406"
"MIX","20","Italy","2014","24.9679406"
"MIX","20","Italy","2013","24.9679406"
"MIX","20","Italy","2012","24.9679406"
"MIX","20","Italy","2011","24.9679406"
"MIX","20","Italy","2010","24.9679406"
"MIX","20","Italy","2009","24.9679406"
"MIX","20","Italy","2008","24.9679406"
"MIX","20","Italy","2007","24.9679406"
"MIX","20","Italy","2006","24.9679406"
"MIX","20","Italy","2005","24.9679406"
"MIX","20","Italy","2004","24.9679406"
"MIX","20","Italy","2003","24.9679406"
"MIX","20","Italy","2002","24.9679406"
"MIX","20","Italy","2001","24.9679406"
"MIX","20","Italy","2000","24.9679406"
"MIX","20","Italy","1999","24.9679406"
"MIX","20","Italy","1998","24.9679406"
"MIX","20","Italy","1997","24.9679406"
"MIX","20","Italy","1996","24.9679406"
"MIX","20","Italy","1995","24.9679406"
"MIX","37","Spain","2020","1440.94289023001"
"MIX","37","Spain","2019","1441.613698612"
"MIX","37","Spain","2018","1621.027496328"
"MIX","37","Spain","2017","879.722143447998"
"MIX","37","Spain","2016","571.903134281998"
"MIX","37","Spain","2015","495.169851626002"
"MIX","37","Spain","2014","523.646532470003"
"MIX","37","Spain","2013","670.933126446603"
"MIX","37","Spain","2012","499.416569985364"
"MIX","37","Spain","2011","127.356083488213"
"MIX","43","United States of America","2020","16553.492745329"
"MIX","43","United States of America","2019","16751.093556357"
"MIX","43","United States of America","2018","16643.485431511"
"MIX","43","United States of America","2017","16120.956958373"
"MIX","43","United States of America","2016","14918.2015397"
"MIX","43","United States of America","2015","13830.418819"
"MIX","43","United States of America","2014","12438.7354758"
"MIX","43","United States of America","2013","11797.3274128"
"MIX","43","United States of America","2012","11111.5535498"
"MIX","43","United States of America","2011","10432.9410452"
"MIX","43","United States of America","2010","9746.3896982"
"MIX","43","United States of America","2009","9069.936126"
"MIX","43","United States of America","2008","8479.8526182"
"MIX","43","United States of America","2007","8063.5766112"
"MIX","43","United States of America","2006","7613.061129"
"MIX","43","United States of America","2005","7230.4559118"
"MIX","43","United States of America","2004","6774.6855598"
"MIX","43","United States of America","2003","6287.849859"
"MIX","43","United States of America","2002","5439.3531682"
"MIX","43","United States of America","2001","4714.2499104"
"MIX","43","United States of America","2000","4710.4321"
"MIX","43","United States of America","1999","4883.137962"
"MIX","43","United States of America","1998","4654.2349392"
"MIX","43","United States of America","1997","3980.0794228"
"MIX","43","United States of America","1996","3281.5281516"
"MIX","43","United States of America","1995","1745.4271644"
"MIX","43","United States of America","1994","528.5226096"
"MIX","43","United States of America","1993","490.1238012"
"MIX","43","United States of America","1992","481.1117168"
"MIX","43","United States of America","1991","477.1632592"
"MIX","43","United States of America","1990","226.821792"

